"date","mmwr_week","location","distributed","distributed_janssen","distributed_moderna","distributed_pfizer","distributed_unk_manuf","dist_per_100k","distributed_per_100k_12plus","distributed_per_100k_18plus","distributed_per_100k_65plus","administered","administered_12plus","administered_18plus","administered_65plus","administered_janssen","administered_moderna","administered_pfizer","administered_unk_manuf","admin_per_100k","admin_per_100k_12plus","admin_per_100k_18plus","admin_per_100k_65plus","recip_administered","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_1","administered_dose1_recip_2","administered_dose1_recip_3","administered_dose1_recip_4","administered_dose1_recip_5","administered_dose1_recip_6","series_complete_yes","series_complete_pop_pct","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","series_complete_janssen","series_complete_moderna","series_complete_pfizer","series_complete_unk_manuf","series_complete_janssen_12plus","series_complete_moderna_12plus","series_complete_pfizer_12plus","series_complete_unk_manuf_1","series_complete_janssen_18plus","series_complete_moderna_18plus","series_complete_pfizer_18plus","series_complete_unk_manuf_2","series_complete_janssen_65plus","series_complete_moderna_65plus","series_complete_pfizer_65plus","series_complete_unk_manuf_3","additional_doses","additional_doses_vax_pct","additional_doses_18plus","additional_doses_18plus_vax_pct","additional_doses_50plus","additional_doses_50plus_vax_pct","additional_doses_65plus","additional_doses_65plus_vax_pct","additional_doses_moderna","additional_doses_pfizer","additional_doses_janssen","additional_doses_unk_manuf"
"2021-11-04T00:00:00.000","44","GU","259410","20500","76580","154830","7500","156490","183248","200915","923595","257304","257262","230888","36253","10414","80713","166134","43","155219","181731","178825","129074","257723","132375","79.9","132345","93.5","118284","91.6","16542","58.9","121410","73.2","121397","85.8","109152","84.5","15586","55.5","9815","37092","74503","0","9814","37091","74492","0","9809","37078","62265","0","531","6351","8704","0","10518","8.7","10511","9.6","7832","18.1","4363","28","1617","8878","23","0"
"2021-11-04T00:00:00.000","44","OK","5509330","281900","2390720","2829210","7500","139231","165683","183355","867431","4544659","4544368","4269646","1284023","127492","1842400","2573820","947","114852","136664","142097","202166","4497832","2368051","59.8","2367798","71.2","2218487","73.8","619053","97.5","1990041","50.3","1989967","59.8","1866351","62.1","523731","82.5","125426","785843","1078620","152","125411","785825","1078580","151","125336","785585","955296","134","19511","265257","238926","37","240753","12.1","240510","12.9","202280","19.8","151756","29","84241","155166","1334","12"
"2021-11-04T00:00:00.000","44","WY","761085","41400","343680","367005","9000","131503","155095","171021","767385","580451","580409","550796","186305","25008","253752","301167","524","100292","118277","123767","187847","576106","296309","51.2","296269","60.4","279831","62.9","86702","87.4","255655","44.2","255644","52.1","242549","54.5","78809","79.5","23275","107653","124636","91","23273","107652","124628","91","23252","107634","111574","89","3599","40113","35055","42","38226","15","38165","15.7","32678","22.9","25094","31.8","11585","26358","258","25"
"2021-11-04T00:00:00.000","44","CO","9180795","418000","3564600","5119995","78200","159424","185994","204053","1089820","7839543","7819175","7294846","1827298","287344","3037712","4508465","6022","136133","158409","162136","216913","7812015","3911551","67.9","3899514","79","3623510","80.5","793245","94.2","3561456","61.8","3553299","72","3306170","73.5","729618","86.6","279072","1337464","1943238","1682","279045","1337443","1935130","1681","277865","1333785","1692896","1624","24979","348364","355671","604","517803","14.5","517077","15.6","397215","25.8","289731","39.7","172539","340818","4357","89"
"2021-11-04T00:00:00.000","44","MT","1534775","91500","644660","777915","20700","143601","167260","182670","743459","1211065","1210850","1145896","405532","50431","505016","654306","1312","113313","131959","136385","196443","1208961","611147","57.2","610993","66.6","575980","68.6","185493","89.9","541907","50.7","541856","59.1","512665","61","170168","82.4","48481","220964","272131","331","48475","220945","272105","331","48434","220853","243052","326","9424","81528","79043","173","88439","16.3","88321","17.2","73512","24.3","55760","32.8","27126","60385","767","161"
"2021-11-04T00:00:00.000","44","LA","6376440","276200","2677120","3321420","101700","137163","162527","179055","860493","4914606","4914212","4654398","1442802","166827","2009160","2736064","2555","105718","125257","130699","194704","4861046","2511826","54","2511521","64","2367378","66.5","653397","88.2","2223745","47.8","2223623","56.7","2107791","59.2","619867","83.7","158825","895765","1168194","961","158801","895743","1168119","960","158661","895277","1052901","952","21514","294067","304088","198","260902","11.7","260546","12.4","221360","18.2","164916","26.6","69545","190086","1259","12"
"2021-11-04T00:00:00.000","44","GA","16140575","712100","6649080","8651295","128100","152020","179577","198934","1064010","11638712","11635884","10923355","2956126","287980","4620000","6719175","11557","109619","129459","134631","194872","11676699","6069316","57.2","6066917","67.5","5662899","69.8","1360201","89.7","5148931","48.5","5148354","57.3","4838857","59.6","1204965","79.4","284202","1996659","2864404","3666","284092","1996600","2864001","3661","283767","1995799","2555854","3437","32997","656243","513995","1730","524044","10.2","523301","10.8","432472","16.9","312971","26","197906","322973","2894","271"
"2021-11-04T00:00:00.000","44","MD","11165390","511800","4145580","6389910","118100","184684","216263","237007","1163790","8649939","8649260","8003969","2055531","311211","3173549","5152641","12538","143076","167528","169900","214253","8711806","4418412","73.1","4417732","85.6","4077172","86.5","942451","98.2","3996775","66.1","3996549","77.4","3696591","78.5","870187","90.7","300302","1415403","2277771","3299","300265","1415364","2277624","3296","300090","1414911","1978434","3156","52913","415940","400467","867","503125","12.6","502470","13.6","405234","21.5","290088","33.3","172051","324988","5994","92"
"2021-11-04T00:00:00.000","44","TN","9501730","439500","3720040","5329890","12300","139134","162824","178633","831012","7558106","7557196","7185383","2283193","219721","2866244","4437133","35008","110674","129502","135086","199686","7410055","3740502","54.8","3739738","64.1","3537517","66.5","1001471","87.6","3270354","47.9","3270165","56","3107798","58.4","917450","80.2","209201","1206104","1846339","8710","209155","1206084","1846218","8708","208937","1205603","1684626","8632","33605","453840","425269","4736","464432","14.2","463617","14.9","385176","21.6","286422","31.2","149505","310522","3222","1183"
"2021-11-04T00:00:00.000","44","PR","5083430","202100","2143920","2737410","0","159171","178473","193953","747942","5065395","5063723","4674909","1282928","136402","1981770","2946774","449","158606","177781","178366","188761","5094984","2631983","82.4","2630671","92.4","2422189","92.4","639683","94.1","2354881","73.7","2354472","82.7","2172396","82.9","571321","84.1","134834","900031","1319946","70","134783","899966","1319653","70","134663","899621","1138053","59","22961","281344","267002","14","197181","8.4","196801","9.1","146121","13","92495","16.2","42976","153490","711","4"
"2021-11-04T00:00:00.000","44","DD2","5620920","200600","1928740","3463380","28200","0","0","0","0","6262992","6262725","5949012","479625","273010","2157124","3814715","18143","0","0","0","0","6262992","3408098","0","3407897","0","3237995","0","274116","0","2655595","0","2655520","0","2519980","0","162466","0","239420","860495","1555589","91","239398","860478","1555553","91","239234","860330","1420325","91","7698","56083","98685","0","590","0","588","0","22","0","10","0","153","427","10","0"
"2021-11-04T00:00:00.000","44","VA","14326315","658600","5336160","8196255","135300","167844","196064","214637","1054250","11944366","11912840","11063208","2878088","420702","4255447","7260895","7322","139937","163034","165749","211794","11934516","6101161","71.5","6082753","83.2","5639528","84.5","1336278","98.3","5406767","63.3","5394675","73.8","5000825","74.9","1192289","87.7","405610","1871440","3126979","2738","405515","1871270","3115160","2730","404073","1865890","2728305","2557","69005","557940","564499","845","668825","12.4","668006","13.4","538245","21.2","385601","32.3","219360","442758","6244","463"
"2021-11-04T00:00:00.000","44","AZ","10983690","517000","4394180","5986410","86100","150901","176983","194799","839325","8893654","8892466","8296060","2650762","304957","3527550","5044465","16682","122187","143287","147133","202560","8741726","4474628","61.5","4473607","72.1","4155655","73.7","1194581","91.3","3881149","53.3","3880755","62.5","3616500","64.1","1052537","80.4","293478","1494678","2088154","4839","293238","1494653","2088026","4838","293056","1494070","1824594","4780","46901","509674","493352","2610","413201","10.6","412299","11.4","344760","17.5","264108","25.1","107126","303864","2037","174"
"2021-11-04T00:00:00.000","44","CT","6313465","298900","2510460","3461205","42900","177082","203270","222474","1001750","5489331","5487428","5089015","1463894","213983","2002049","3271855","1444","153966","176675","179327","232274","5497133","2836124","79.5","2834715","91.3","2623862","92.5","669418","99.9","2528365","70.9","2527835","81.4","2344687","82.6","589285","93.5","211510","896266","1420151","438","211429","896010","1419962","434","211331","895815","1237210","331","20938","231857","336393","97","305269","12.1","305053","13","267354","21.2","207482","35.2","90121","213185","1739","224"
"2021-11-04T00:00:00.000","44","NH","2414650","142800","930460","1331190","10200","177586","201461","218628","951159","1952317","1951195","1824107","549397","96414","740861","1114973","69","143583","162794","165159","216414","1950139","1058977","77.9","1058083","88.3","998434","90.4","320759","99.9","857767","63.1","857532","71.5","807640","73.1","226727","89.3","72312","326795","458596","64","72287","326690","458491","64","72257","326538","408785","60","14766","94935","116993","33","22707","2.6","22677","2.8","18824","4","13795","6.1","5505","17063","132","7"
"2021-11-04T00:00:00.000","44","SD","1377835","76100","571220","716715","13800","155748","186673","206399","907240","1047307","1047249","981818","319800","33686","410210","603284","127","118385","141884","147076","210573","1054145","554547","62.7","554490","75.1","517592","77.5","157559","99.9","468325","52.9","468309","63.4","440226","65.9","134457","88.5","33519","182116","252667","23","33517","182114","252655","23","33494","182054","224655","23","4543","67522","62377","15","62442","13.3","62406","14.2","52708","21","39776","29.6","18540","43548","353","1"
"2021-11-04T00:00:00.000","44","WA","12854035","654000","4908200","7195035","96800","168801","197726","215968","1062560","10492041","10490940","9797169","2601915","416116","3912315","6155742","7868","137783","161376","164608","215084","10514860","5309530","69.7","5308578","81.7","4946247","83.1","1165693","96.4","4854721","63.8","4854433","74.7","4530428","76.1","1087545","89.9","410932","1767219","2674053","2517","410905","1767162","2673851","2515","410626","1766500","2350837","2465","55885","495501","534804","1355","615346","12.7","614391","13.6","498396","22.6","370787","34.1","180415","430404","4388","139"
"2021-11-04T00:00:00.000","44","ME","2433380","133800","999680","1278000","21900","181027","205360","222151","853024","2009298","2009169","1892961","641588","123400","799591","1084615","1692","149478","169559","172815","224909","2018042","1038390","77.2","1038272","87.6","977944","89.3","298708","99.9","952454","70.9","952418","80.4","897761","82","271699","95.2","120805","358919","472351","379","120785","358912","472342","379","120731","358857","417830","343","23239","123559","124734","167","130329","13.7","130244","14.5","114099","21.6","88799","32.7","40008","89124","1057","140"
"2021-11-04T00:00:00.000","44","NV","4431190","220200","1589620","2602170","19200","143863","169013","185598","893436","3685031","3684972","3455872","943185","159635","1283247","2241659","490","119638","140551","144748","190169","3653453","1962143","63.7","1962041","74.8","1833859","76.8","454810","91.7","1638664","53.2","1638623","62.5","1540903","64.5","393037","79.2","156377","564616","917631","40","156373","564612","917598","40","156333","564516","820016","38","24510","182669","185836","22","159751","9.7","159637","10.4","134491","16.9","101868","25.9","45714","113017","1020","0"
"2021-11-04T00:00:00.000","44","OR","7457105","406700","2953680","4072125","24600","176803","204429","222522","973411","5709574","5695401","5339146","1554772","235233","2098470","3370878","4993","135371","156134","159322","202952","5707971","2894718","68.6","2886575","79.1","2699275","80.5","715403","93.4","2659458","63.1","2653654","72.7","2486263","74.2","671719","87.7","228077","949762","1480404","1215","228074","949758","1474611","1211","227269","946929","1310927","1138","50666","303134","317388","531","347785","13.1","347457","14","277323","21.8","213886","31.8","94219","250297","3114","155"
"2021-11-03T00:00:00.000","44","ID","2525520","133300","988760","1381860","21600","141322","0","188632","868862","1740319","0","1739066","573619","70105","692996","974784","2434","97384","0","129891","197344","1750249","880545","49.3","0","0","878028","65.6","259242","89.2","786928","44","0","0","785226","58.6","240915","82.9","69305","303146","413876","601","0","0","0","0","69283","303123","412225","595","11368","110639","118651","257","117676","15","117674","15","98743","22.3","75306","31.3","33410","83549","684","33"
"2021-11-03T00:00:00.000","44","WY","757105","41300","341300","367005","7500","130815","154284","170126","763372","580188","580146","550533","186126","25007","253525","301132","524","100247","118223","123708","187667","575697","296151","51.2","296111","60.3","279673","62.8","86630","87.3","255597","44.2","255586","52.1","242492","54.5","78790","79.4","23268","107628","124610","91","23266","107627","124602","91","23245","107609","111549","89","3599","40102","35047","42","38028","14.9","37967","15.7","32492","22.7","24938","31.7","11411","26339","253","25"
"2021-11-03T00:00:00.000","44","MH","58310","11300","43500","3510","0","99824","116891","128162","589168","42528","42485","41431","2394","2190","39284","1052","2","72806","85168","91063","24189","42582","24116","41.3","24083","48.3","23148","50.9","1322","13.4","20292","34.7","20281","40.7","20244","44.5","1155","11.7","2181","18086","24","1","2178","18078","24","1","2172","18056","15","1","100","1055","0","0","105","0.5","105","0.5","43","0.9","10","0.9","102","3","0","0"
"2021-11-03T00:00:00.000","44","ME","2406780","133400","988480","1278000","6900","179048","203115","219723","843700","1998675","1998546","1882471","635849","123075","793003","1080938","1659","148687","168663","171857","222898","2007451","1036366","77.1","1036248","87.5","975981","89.1","297747","99.9","951425","70.8","951389","80.3","896801","81.9","271435","95.2","120651","358514","471888","372","120631","358507","471879","372","120577","358452","417436","336","23218","123398","124655","164","122774","12.9","122689","13.7","107804","20.4","84366","31.1","35159","86593","887","135"
"2021-11-03T00:00:00.000","44","IL","19720925","994700","7347000","11254125","125100","155628","181964","200132","965183","16363224","16321851","15180784","4093675","568478","5869903","9905405","19438","129131","150601","154058","200353","16548878","8347234","65.9","8322982","76.8","7721553","78.4","1892124","92.6","7678235","60.6","7661549","70.7","7116385","72.2","1756381","86","565881","2673488","4432483","6383","565820","2673372","4415975","6382","563343","2665844","3880949","6249","78487","785175","889726","2993","892154","11.6","891073","12.5","709865","19.4","516670","29.4","253118","634129","4568","339"
"2021-11-03T00:00:00.000","44","WV","3199005","136300","1275680","1773825","13200","178501","205349","223304","871637","1591974","1591011","1517923","570314","42271","706436","842849","418","88831","102129","105957","155394","1619342","879092","49.1","878458","56.4","835256","58.3","296679","80.8","735819","41.1","735516","47.2","704057","49.1","263413","71.8","44363","319715","371479","262","44349","319626","371279","262","44294","319412","340113","238","6859","133970","122475","109","45954","6.2","45908","6.5","37480","8.3","26385","10","10148","35706","89","11"
"2021-11-03T00:00:00.000","44","IH2","2272935","92700","1079580","1080255","20400","109128","0","0","0","1740810","1740168","1594523","318444","34097","845612","860963","138","83580","0","0","0","1740810","932252","44.8","931820","0","851736","0","161091","0","772171","37.1","771985","0","706645","0","133144","0","33857","369644","368664","6","33836","369569","368574","6","33799","369337","303503","6","3186","74711","55246","1","61628","8","61489","8.7","44455","12.9","24282","18.2","14894","46514","109","111"
"2021-11-03T00:00:00.000","44","VA","14218415","652600","5282260","8196255","87300","166579","194587","213020","1046310","11897204","11865686","11017333","2858340","419235","4230753","7240126","7090","139385","162389","165062","210341","11887736","6092097","71.4","6073694","83.1","5631043","84.4","1333722","98.1","5400472","63.3","5388380","73.7","4995190","74.8","1191309","87.7","404962","1869775","3123032","2703","404867","1869605","3111213","2695","403425","1864225","2725010","2530","68922","557491","564052","844","637226","11.8","636427","12.7","514120","20.3","369537","31","200336","431133","5457","300"
"2021-11-03T00:00:00.000","44","NV","4407550","220200","1578280","2602170","6900","143095","168111","184608","888669","3675224","3675166","3446340","938683","159195","1278928","2236657","444","119319","140177","144348","189261","3643587","1959592","63.6","1959490","74.7","1831442","76.7","454040","91.5","1636890","53.1","1636850","62.4","1539260","64.5","392777","79.2","156119","564207","916524","40","156115","564203","916492","40","156075","564107","819040","38","24477","182550","185728","22","153957","9.4","153845","10","129623","16.3","98301","25","42487","110631","839","0"
"2021-11-03T00:00:00.000","44","GU","259410","20500","76580","154830","7500","156490","183248","200915","923595","256420","256378","230080","36012","10388","80309","165680","43","154686","181107","178199","128216","256836","132251","79.8","132221","93.4","118181","91.5","16529","58.8","121232","73.1","121219","85.6","109026","84.4","15570","55.4","9798","37071","74363","0","9797","37070","74352","0","9792","37057","62177","0","531","6342","8697","0","9918","8.2","9914","9.1","7378","17","4148","26.6","1249","8655","14","0"
"2021-11-03T00:00:00.000","44","DE","1740405","78800","688300","962205","11100","178730","207239","225970","921307","1323750","1323514","1240381","417001","52330","503446","766399","1575","135942","157597","161048","220745","1297136","676471","69.5","676280","80.5","634229","82.3","193322","99.9","585496","60.1","585442","69.7","549593","71.4","169840","89.9","51594","212978","320411","513","51585","212967","320377","513","51538","212855","284695","505","9370","69591","90603","276","72183","12.3","72119","13.1","63811","19.7","50550","29.8","22244","49616","316","7"
"2021-11-03T00:00:00.000","44","NE","2855740","130700","1073900","1649940","1200","147629","176563","195822","913960","2363841","2363455","2204590","672166","81726","858215","1418876","5024","122200","146126","151172","215122","2371830","1183497","61.2","1183205","73.2","1099541","75.4","293535","93.9","1090517","56.4","1090423","67.4","1015791","69.7","278310","89.1","80934","391688","616557","1338","80916","391664","616507","1336","80860","391531","542118","1282","6570","135209","135700","831","144543","13.3","144363","14.2","116371","21.6","89179","32","32403","111328","736","76"
"2021-11-03T00:00:00.000","44","CO","9117455","416600","3528760","5119995","52100","158324","184711","202645","1082300","7816637","7796378","7272514","1817906","286246","3025112","4499383","5896","135735","157947","161640","215798","7788851","3907586","67.9","3895658","78.9","3619867","80.5","792324","94.1","3558339","61.8","3550182","71.9","3303284","73.4","728962","86.5","278492","1336505","1941661","1681","278465","1336484","1933553","1680","277287","1332831","1691543","1623","24933","348025","355400","604","501413","14.1","500699","15.2","384890","25","281854","38.7","162418","335068","3844","83"
"2021-11-03T00:00:00.000","44","MP","90180","3000","21180","63300","2700","158539","185647","203548","935671","73630","73630","64760","6664","864","9868","62898","0","129443","151577","146172","69143","73713","36585","64.3","36585","75.3","31993","72.2","2968","30.8","34925","61.4","34925","71.9","30643","69.2","2906","30.2","865","4669","29391","0","865","4669","29391","0","865","4668","25110","0","92","470","2344","0","3029","8.7","3027","9.9","2106","16.8","890","30.6","257","2770","2","0"
"2021-11-03T00:00:00.000","44","DD2","5617200","200600","1928320","3463380","24900","0","0","0","0","6249148","6248883","5935769","477786","272269","2154212","3805274","17393","0","0","0","0","6249148","3400591","0","3400392","0","3230797","0","272583","0","2648701","0","2648626","0","2513372","0","162127","0","238679","859173","1550768","81","238657","859156","1550732","81","238493","859009","1415789","81","7655","55977","98495","0","572","0","570","0","21","0","10","0","150","412","10","0"
"2021-11-03T00:00:00.000","44","NM","3307895","164300","1340460","1775235","27900","157757","185064","204066","876018","2855175","2854851","2654658","781312","98764","1156711","1593884","5816","136166","159718","163768","206912","2946669","1518871","72.4","1518565","85","1402852","86.5","381700","99.9","1305618","62.3","1305528","73","1207612","74.5","334245","88.5","98195","514693","691087","1643","98183","514674","691028","1643","98054","514312","593626","1620","19847","155440","158090","868","186594","14.3","186358","15.4","147020","22.6","99971","29.9","43048","142878","643","25"
"2021-11-03T00:00:00.000","44","OK","5457310","275500","2346900","2829210","5700","137916","164119","181624","859240","4529434","4529147","4254810","1276826","127010","1834261","2567230","933","114467","136206","141604","201033","4482776","2363801","59.7","2363550","71.1","2214419","73.7","617631","97.2","1987280","50.2","1987208","59.8","1863794","62","523238","82.4","125122","784981","1077029","148","125107","784963","1076990","148","125032","784723","953908","131","19484","264947","238770","37","232447","11.7","232209","12.5","195217","19.1","146512","28","78924","152355","1157","11"
"2021-11-03T00:00:00.000","44","KY","6485515","322900","2754060","3357855","50700","145165","170395","187183","864086","4950129","4948960","4671391","1435467","196903","2027776","2723894","1556","110799","130025","134824","191252","4981003","2575560","57.6","2575128","67.7","2424094","70","683968","91.1","2272318","50.9","2272244","59.7","2144946","61.9","618148","82.4","192185","902209","1176497","1427","192154","902196","1176469","1425","192055","901976","1049545","1370","37013","280791","299621","723","288308","12.7","287989","13.4","242097","19.8","180183","29.1","85799","200144","2304","61"
"2021-11-03T00:00:00.000","44","RI","1864025","79800","734480","1048545","1200","175957","200975","218049","996560","1583695","1583559","1480938","424707","55958","590343","936394","1000","149495","170736","173236","227060","1626823","831503","78.5","831360","89.6","775412","90.7","196568","99.9","753140","71.1","753088","81.2","703233","82.3","179451","95.9","55000","270783","427116","241","54999","270778","427071","240","54978","270690","377326","239","6342","81033","91989","87","89933","11.9","89799","12.8","76646","20.4","58051","32.3","26259","63093","579","2"
"2021-11-03T00:00:00.000","44","NJ","15334735","760200","5859640","8668395","46500","172646","201286","220847","1039270","12432848","12431917","11543358","2970592","461960","4718841","7251523","524","139975","163183","166244","201323","12796782","6693742","75.4","6692859","87.9","6212744","89.5","1465519","99.3","5909967","66.5","5909747","77.6","5491312","79.1","1297561","87.9","463151","2150259","3296350","207","463088","2150224","3296228","207","462864","2149655","2878601","192","86895","603858","606748","60","611382","10.3","610529","11.1","502780","17.7","348507","26.9","200353","405027","5998","4"
"2021-11-03T00:00:00.000","44","FL","35710335","1974200","13895440","19834395","6300","166267","191005","207043","794033","28762796","28753579","27195667","9648581","1254408","10660037","16743229","105122","133919","153795","157676","214540","28490176","14879879","69.3","14871641","79.5","14030267","81.3","4448603","98.9","12860793","59.9","12858995","68.8","12165961","70.5","3886299","86.4","1231331","4526151","7072213","31098","1230527","4525430","7071944","31094","1229768","4524399","6380923","30871","202040","1873377","1792291","18591","1399129","10.9","1397485","11.5","1245911","17.4","986271","25.4","504097","884045","8819","2168"
"2021-11-03T00:00:00.000","44","LA","6308500","275300","2651780","3321420","60000","135702","160795","177147","851324","4901061","4900673","4641168","1436934","166452","2002380","2729828","2401","105427","124911","130327","193912","4847614","2509495","54","2509192","64","2365189","66.4","653116","88.1","2221472","47.8","2221353","56.6","2105686","59.1","619671","83.6","158621","895085","1166812","954","158597","895063","1166739","954","158457","894599","1051684","946","21503","293974","303996","198","251887","11.3","251533","11.9","213821","17.6","159573","25.8","64211","186579","1085","12"
"2021-11-03T00:00:00.000","44","MO","8611575","361900","3375140","4852035","22500","140312","164478","180656","810855","6844723","6844280","6448543","2045765","214994","2421952","4205514","2263","111524","130723","135279","192627","6760504","3500131","57","3499714","66.8","3286956","69","951772","89.6","3061344","49.9","3061268","58.5","2881428","60.4","855570","80.6","215241","1076631","1768960","512","215217","1076618","1768921","512","214999","1076228","1589787","414","37925","388072","429405","168","364245","11.9","363831","12.6","304778","18.6","232191","27.1","84094","278489","1639","23"
"2021-11-03T00:00:00.000","44","AZ","10927290","516400","4358480","5986410","66000","150127","176075","193798","835016","8870506","8869320","8273596","2639535","303718","3515455","5034851","16482","121869","142914","146734","201702","8719018","4469555","61.4","4468534","72","4150929","73.6","1193264","91.2","3876474","53.3","3876078","62.5","3612126","64.1","1051245","80.3","292584","1493013","2086077","4800","292344","1492988","2085947","4799","292162","1492406","1822816","4742","46834","508956","492866","2589","399903","10.3","399015","11","333813","17","255958","24.3","98935","299076","1724","168"
"2021-11-03T00:00:00.000","44","VI","117520","1800","31840","83280","600","112266","131461","144138","662570","109679","109586","104313","30372","1541","29194","78944","0","104776","122586","127940","171235","107236","56048","53.5","55982","62.6","53118","65.1","15260","86","49256","47.1","49228","55.1","46844","57.5","13816","77.9","1478","13067","34707","4","1475","13059","34690","4","1472","13041","32327","4","455","5113","8244","4","3135","6.4","3134","6.7","2690","9.4","1870","13.5","593","2533","9","0"
"2021-11-03T00:00:00.000","44","MD","11035790","508500","4114080","6389910","23300","182540","213752","234256","1150290","8590289","8589621","7945599","2028236","309084","3142504","5126277","12424","142090","166372","168661","211408","8653340","4409494","72.9","4408824","85.4","4068799","86.4","940429","98","3989699","66","3989473","77.3","3690161","78.3","869172","90.6","299552","1413386","2273485","3276","299515","1413347","2273338","3273","299341","1412897","1974786","3137","52830","415448","400031","863","460705","11.5","460063","12.5","371266","19.7","266613","30.7","146965","308998","4654","88"
"2021-11-03T00:00:00.000","44","SD","1372495","74700","567580","716715","13500","155144","185949","205599","903724","1038214","1038157","972943","315103","33431","404298","600358","127","117358","140652","145747","207481","1044702","552167","62.4","552110","74.8","515325","77.2","156535","99.9","467032","52.8","467017","63.3","439024","65.8","134092","88.3","33326","181593","252090","23","33324","181591","252079","23","33301","181531","224169","23","4509","67289","62279","15","56484","12.1","56451","12.9","47739","19.1","36198","27","14135","42093","255","1"
"2021-11-03T00:00:00.000","44","WA","12755055","651400","4850520","7195035","58100","167501","196204","214305","1054380","10456450","10455355","9762386","2585665","414883","3892954","6140772","7841","137316","160829","164023","213740","10478824","5303976","69.7","5303027","81.6","4941061","83","1164499","96.3","4850161","63.7","4849873","74.6","4526285","76","1086879","89.8","410212","1765873","2671567","2509","410185","1765816","2671365","2507","409908","1765155","2348765","2457","55833","495160","534534","1352","588988","12.1","588044","13","477707","21.6","356254","32.8","164030","420948","3878","132"
"2021-11-03T00:00:00.000","44","NY","32599455","1548700","12189620","18715635","145500","167576","194354","211338","989017","27776964","27774282","26001730","6397797","1184263","10135414","16446522","10765","142786","165587","168566","194099","27749870","14509416","74.6","14507513","86.5","13563036","87.9","3143691","95.4","13011106","66.9","13010279","77.6","12179968","79","2822489","85.6","1124091","4612303","7271933","2779","1123947","4612119","7271448","2765","1123281","4610340","6443754","2593","175538","1332668","1313109","1174","835429","6.4","834382","6.9","695799","11.4","498072","17.6","216609","613553","5245","22"
"2021-11-03T00:00:00.000","44","CA","64092085","3099900","24039440","36663345","289400","162208","190488","209331","1097820","54681532","54550688","50515177","12192522","1951073","20472394","32243459","14606","138391","162130","164987","208843","54738152","29560297","74.8","29478744","87.6","27261902","89","6079045","99.9","24291924","61.5","24242871","72.1","22421391","73.2","4857877","83.2","1922298","8767267","13598162","4197","1921926","8766833","13549924","4188","1914718","8741765","11760996","3912","190466","2435518","2230588","1305","2431165","10","2428327","10.8","1888847","17.8","1343704","27.7","730632","1680902","19397","234"
"2021-11-03T00:00:00.000","44","AR","4484700","214600","1952900","2294100","23100","148608","175372","193502","856052","3275891","3270584","3058026","948756","102730","1393801","1776302","3058","108552","127895","131945","181101","3301981","1755602","58.2","1751740","68.5","1633749","70.5","465342","88.8","1452651","48.1","1451136","56.7","1355992","58.5","397364","75.8","101251","613578","737051","771","101132","613567","735668","769","100734","612474","642046","738","14612","223207","159117","428","168006","11.6","167781","12.4","136941","17.9","102191","25.7","53929","112927","772","378"
"2021-11-03T00:00:00.000","44","MN","8766980","422200","3301300","4975080","68400","155453","183483","202168","952537","7287442","7267832","6771089","2010644","306241","2634962","4343210","3029","129218","152108","156143","218458","7305868","3684416","65.3","3673202","76.9","3416427","78.8","900194","97.8","3383751","60","3375627","70.6","3137506","72.4","845938","91.9","303769","1191024","1888066","892","303748","1191010","1879977","892","303236","1188899","1644522","849","48891","352644","444168","235","502498","14.9","501975","16","408980","24.4","311871","36.9","115472","383334","3311","381"
"2021-11-03T00:00:00.000","44","OR","7430085","405400","2935760","4072125","16800","176163","203688","221716","969884","5692361","5678189","5322330","1545741","234523","2088915","3363996","4927","134962","155662","158820","201773","5690718","2892289","68.6","2884146","79.1","2697026","80.5","714670","93.3","2657465","63","2651662","72.7","2484474","74.1","671371","87.6","227770","949198","1479306","1191","227767","949194","1473514","1187","226962","946365","1310033","1114","50617","302977","317260","517","334962","12.6","334639","13.5","266975","21","206081","30.7","86399","245704","2708","151"
"2021-11-03T00:00:00.000","44","MA","12211280","531900","4741460","6867120","70800","177168","202955","220432","1044300","10540525","10511866","9801227","2537030","347573","3997939","6194317","696","152927","174710","176927","216964","10563892","5551293","80.5","5534422","92","5150406","93","1249796","99.9","4811369","69.8","4799826","79.8","4469920","80.7","1057782","90.5","349170","1769920","2692095","184","349161","1769912","2680569","184","347950","1764618","2357197","155","69745","476232","511750","55","503867","10.5","503340","11.3","405620","17.9","298560","28.2","143280","358548","1895","144"
"2021-11-03T00:00:00.000","44","NC","16344910","796200","6360880","9069630","118200","155843","181903","199636","933411","12495235","12481837","11719602","3507755","434591","4580326","7479535","783","119137","138911","143142","200318","12378943","6811229","64.9","6802935","75.7","6388745","78","1832203","99.9","5538370","52.8","5533297","61.6","5194505","63.4","1434274","81.9","424656","1988029","3125575","110","424637","1987971","3120579","110","423270","1985141","2785986","108","48030","685288","700907","49","404567","7.3","404229","7.8","323966","11.4","230769","16.1","105965","295580","3015","7"
