"date","mmwr_week","location","distributed","distributed_janssen","distributed_moderna","distributed_pfizer","distributed_unk_manuf","dist_per_100k","distributed_per_100k_12plus","distributed_per_100k_18plus","distributed_per_100k_65plus","administered","administered_12plus","administered_18plus","administered_65plus","administered_janssen","administered_moderna","administered_pfizer","administered_unk_manuf","admin_per_100k","admin_per_100k_12plus","admin_per_100k_18plus","admin_per_100k_65plus","recip_administered","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_1","administered_dose1_recip_2","administered_dose1_recip_3","administered_dose1_recip_4","administered_dose1_recip_5","administered_dose1_recip_6","series_complete_yes","series_complete_pop_pct","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","series_complete_janssen","series_complete_moderna","series_complete_pfizer","series_complete_unk_manuf","series_complete_janssen_12plus","series_complete_moderna_12plus","series_complete_pfizer_12plus","series_complete_unk_manuf_1","series_complete_janssen_18plus","series_complete_moderna_18plus","series_complete_pfizer_18plus","series_complete_unk_manuf_2","series_complete_janssen_65plus","series_complete_moderna_65plus","series_complete_pfizer_65plus","series_complete_unk_manuf_3","additional_doses","additional_doses_vax_pct","additional_doses_18plus","additional_doses_18plus_vax_pct","additional_doses_50plus","additional_doses_50plus_vax_pct","additional_doses_65plus","additional_doses_65plus_vax_pct","additional_doses_moderna","additional_doses_pfizer","additional_doses_janssen","additional_doses_unk_manuf"
"2021-11-03T00:00:00.000","44","NH","2388020","140200","905260","1332360","10200","175627","199239","216216","940669","1947220","1946098","1819068","546658","96239","738701","1112211","69","143208","162368","164702","215335","1944958","1054561","77.6","1053667","87.9","994046","90","318236","99.9","857290","63","857055","71.5","807189","73.1","226643","89.3","72164","326715","458348","63","72139","326610","458243","63","72109","326458","408563","59","14726","94918","116967","32","22275","2.6","22246","2.8","18519","4","13621","6","5284","16861","123","7"
"2021-11-03T00:00:00.000","44","KS","4315615","226600","1751340","2326875","10800","148134","176026","195006","907620","3371975","3371796","3142158","973494","112602","1301527","1956194","1652","115744","137529","141982","204736","3473099","1828768","62.8","1828597","74.6","1702976","77","489999","99.9","1554352","53.4","1554316","63.4","1449187","65.5","410253","86.3","110134","587261","856449","508","110126","587253","856429","508","110030","586922","751789","446","17431","195620","196977","225","170490","11","170216","11.7","141229","17.9","107819","26.3","48798","120731","906","55"
"2021-11-03T00:00:00.000","44","AL","7316580","339300","3259320","3717360","600","149221","174750","191791","860939","4912357","4911884","4663157","1514161","144875","2145855","2621462","165","100187","117316","122236","178171","5004232","2682405","54.7","2681984","64.1","2540847","66.6","756948","89.1","2202285","44.9","2202196","52.6","2094478","54.9","654561","77","145386","937859","1118570","470","145377","937848","1118501","470","145303","937418","1011288","469","34837","346597","272817","310","239309","10.9","238938","11.4","204793","16.3","154353","23.6","91597","145664","2038","10"
"2021-11-03T00:00:00.000","44","BP2","272970","14500","116900","141570","0","0","0","0","0","241765","241763","241763","7201","12219","98473","131043","30","0","0","0","0","241765","127691","0","127689","0","127689","0","3581","0","121518","0","121517","0","121517","0","3523","0","12176","46307","63035","0","12175","46307","63035","0","12175","46307","63035","0","175","1690","1658","0","4295","3.5","4295","3.5","1508","5.4","262","7.4","1857","2401","17","20"
"2021-11-03T00:00:00.000","44","PA","21503995","1252900","8617620","11498175","135300","167974","194053","211500","898485","17811266","17805817","16774878","5421943","684900","6921359","10203828","1179","139129","160680","164987","226541","17820073","10073957","78.7","10070154","90.9","9492628","93.4","2955280","99.9","7776953","60.7","7775268","70.2","7332826","72.1","2177728","91","683902","2913730","4178766","555","683833","2913587","4177293","555","683411","2911206","3737695","514","90073","1021571","1065832","252","547278","7","546501","7.5","453293","10.7","332207","15.3","163380","380573","3307","18"
"2021-11-03T00:00:00.000","44","TX","45361985","2235300","17344700","25380285","401700","156443","188215","210047","1214760","34834541","34826138","32029714","7395523","1294147","13098786","20439090","2518","120136","144500","148313","198047","33966051","17847138","61.6","17840724","74","16349286","75.7","3389644","90.8","15519133","53.5","15516923","64.4","14296417","66.2","3057141","81.9","1194783","5649634","8674438","278","1194511","5649110","8673025","277","1193364","5645726","7457066","261","166356","1455979","1434707","99","1634915","10.5","1631201","11.4","1270408","18.8","849565","27.8","605431","1019230","10195","59"
"2021-11-03T00:00:00.000","44","ND","1058810","45300","411020","592590","9900","138940","166154","181960","883483","814242","813202","771211","235769","33455","312389","468097","301","106847","127612","132535","196728","778920","407965","53.5","407344","63.9","385882","66.3","109744","91.6","350947","46.1","350601","55","332647","57.2","93820","78.3","30909","134714","185321","3","30906","134709","184983","3","30775","134516","167353","3","3932","45591","44297","0","48702","13.9","48666","14.6","39230","21.9","28900","30.8","11446","37033","221","2"
"2021-11-03T00:00:00.000","44","SC","7755515","381900","3251240","4061775","60600","150630","175465","192086","827676","5768771","5760863","5455378","1870304","190904","2208515","3367673","1679","112043","130337","135117","199601","5754000","2976533","57.8","2971579","67.2","2804362","69.5","885424","94.5","2582013","50.1","2579152","58.4","2438417","60.4","778958","83.1","185289","955725","1440698","301","185245","955639","1437968","300","184700","953730","1299689","298","29267","330952","418558","181","322850","12.5","322522","13.2","280707","19.3","223411","28.7","79769","240181","2720","180"
"2021-11-03T00:00:00.000","44","IN","9247420","502200","3448420","5226000","70800","137361","162092","179066","851714","7285948","7285450","6863507","2188362","265312","2640332","4354759","25545","108225","127702","132904","201554","7264348","3627501","53.9","3627096","63.6","3404554","65.9","959706","88.4","3361619","49.9","3361458","58.9","3168350","61.4","920356","84.8","258942","1195440","1899713","7524","258921","1195425","1899588","7524","258685","1195138","1707087","7440","29379","450959","436343","3675","405856","12.1","405333","12.8","349864","19.4","270893","29.4","103090","299610","2907","249"
"2021-11-03T00:00:00.000","44","TN","9451830","437200","3676640","5329890","8100","138404","161969","177695","826648","7534365","7533461","7162059","2271750","218969","2852778","4427934","34684","110326","129096","134647","198685","7387051","3736820","54.7","3736060","64","3534002","66.4","1000603","87.5","3266856","47.8","3266669","56","3104520","58.4","916692","80.2","208841","1204657","1844687","8671","208795","1204637","1844568","8669","208577","1204158","1683192","8593","33561","453357","425051","4723","449082","13.7","448275","14.4","372426","20.9","277345","30.3","139750","305322","2858","1152"
"2021-11-03T00:00:00.000","44","UT","4501350","206100","1638240","2607210","49800","140406","173646","197881","1230310","3733872","3732866","3384360","755644","152778","1337547","2243092","455","116467","144001","148778","206532","3701114","1967377","61.4","1966680","75.9","1780944","78.3","354129","96.8","1725887","53.8","1725550","66.6","1567162","68.9","316214","86.4","150025","601879","973947","36","149990","601845","973679","36","149850","601492","815790","30","15812","134101","166298","3","141269","8.2","140865","9","113202","17.1","88316","27.9","18777","121967","416","109"
"2021-11-03T00:00:00.000","44","MI","15009670","774400","6139260","7985010","111000","150294","174633","191378","850213","11600123","11599585","10945964","3489820","384644","4467253","6746390","1836","116154","134957","139565","197679","11771426","5832084","58.4","5831626","67.8","5489956","70","1604690","90.9","5354730","53.6","5354597","62.3","5048917","64.4","1497011","84.8","381446","2026694","2945647","943","381426","2026675","2945555","941","381165","2026034","2640846","872","67437","746537","682493","544","757218","14.1","756486","15","629881","21.5","465910","31.1","211750","540988","4464","16"
"2021-11-03T00:00:00.000","44","IA","4755275","240300","1861280","2625495","28200","150719","177682","195833","859977","3784998","3784935","3558199","1181645","151892","1490682","2142024","400","119966","141425","146535","213697","3782427","1887808","59.8","1887719","70.5","1768850","72.8","522523","94.5","1757512","55.7","1757486","65.7","1651479","68","496996","89.9","148379","677334","931552","247","148377","677329","931533","247","148298","677141","825794","246","13687","260745","222455","109","260055","14.8","259827","15.7","220304","23.5","169688","34.1","87503","171175","1376","1"
"2021-11-03T00:00:00.000","44","OH","16833085","793700","6647240","9253545","138600","144007","168319","184754","822603","13149330","13149052","12417752","4047082","521411","4992403","7618518","16998","112492","131481","136293","197774","13016764","6542353","56","6542098","65.4","6158871","67.6","1812645","88.6","6075081","52","6074982","60.7","5734001","62.9","1729105","84.5","500495","2243008","3326948","4630","500484","2243002","3326866","4630","500272","2242498","2986694","4537","87405","781148","858247","2305","766037","12.6","765010","13.3","653777","19.6","506906","29.3","214069","544960","6826","182"
"2021-11-03T00:00:00.000","44","PR","5066630","202100","2127120","2737410","0","158645","177883","193312","745470","5052989","5051318","4662736","1277747","136245","1976554","2939741","449","158218","177345","177902","187999","5082549","2629814","82.3","2628503","92.3","2420137","92.3","638853","94","2353149","73.7","2352740","82.6","2170774","82.8","570965","84","134771","899463","1318845","70","134720","899398","1318552","70","134600","899053","1137062","59","22950","281184","266817","14","188695","8","188321","8.7","139748","12.4","88512","15.5","39303","148764","624","4"
"2021-11-03T00:00:00.000","44","AK","1198225","76200","466300","629625","26100","163794","196793","217242","1308280","879430","877177","817677","179265","36704","338484","503623","619","120215","144065","148248","195730","875445","436091","59.6","434733","71.4","403261","73.1","81787","89.3","385982","52.8","385109","63.2","358070","64.9","75457","82.4","34171","145521","206215","75","34169","145517","205348","75","34034","145131","178835","70","3242","41672","30512","31","59599","15.4","59398","16.6","42642","25.2","26232","34.8","18510","40839","243","7"
"2021-11-03T00:00:00.000","44","WI","8520405","386600","3280000","4786605","67200","146338","170415","187022","837598","7426952","7426432","6982155","2249285","285411","2795634","4344636","1271","127558","148535","153257","221116","7396447","3659327","62.8","3658765","73.2","3424575","75.2","983054","96.6","3402179","58.4","3401980","68","3196048","70.2","934788","91.9","275755","1261742","1864224","458","275737","1261725","1864060","458","275557","1261421","1658631","439","28843","449358","456390","197","490934","14.4","490467","15.3","398863","21.9","299918","32.1","107942","380942","2024","26"
"2021-11-03T00:00:00.000","44","AS","71820","600","20700","50520","0","128966","151019","165579","761128","66045","66026","54684","5553","546","18088","47410","1","118596","138836","126073","58849","66321","35263","63.3","35251","74.1","29229","67.4","2908","30.8","31042","55.7","31035","65.3","25751","59.4","2656","28.1","555","8358","22129","0","555","8357","22123","0","554","8342","16855","0","25","1123","1508","0","317","1","313","1.2","185","1.9","85","3.2","77","240","0","0"
"2021-11-03T00:00:00.000","44","GA","16090095","708700","6606800","8651295","123300","151544","179015","198312","1060680","11600939","11598114","10886464","2938088","287016","4598206","6704296","11421","109263","129039","134176","193683","11638586","6062599","57.1","6060202","67.4","5656529","69.7","1358723","89.6","5141539","48.4","5140963","57.2","4831973","59.6","1203044","79.3","283685","1993607","2860630","3617","283575","1993548","2860228","3612","283250","1992748","2552583","3392","32959","654901","513479","1705","500635","9.7","499904","10.3","413117","16.1","298813","24.8","182269","315671","2440","255"
"2021-11-03T00:00:00.000","44","RP","33090","3800","22900","6390","0","184788","216388","237255","1090640","31686","31686","29052","3657","2333","24700","4653","0","176948","207206","208303","120534","31959","17976","99.9","17976","99.9","16625","99.9","1788","58.9","15695","87.6","15695","99.9","14407","99.9","1713","56.5","2338","11619","1738","0","2338","11619","1738","0","2338","11619","450","0","227","1467","19","0","616","3.9","616","4.3","578","10.4","435","25.4","610","6","0","0"
"2021-11-03T00:00:00.000","44","HI","2642060","108400","979480","1510980","43200","186603","218152","236743","984198","1989327","1984712","1862409","554830","52560","636428","1206312","94027","140502","163876","166882","206681","2012009","1119403","79.1","1115580","92.1","1041267","93.3","286300","99.9","848235","59.9","846714","69.9","797472","71.5","235040","87.6","53128","272722","504246","18139","53092","272671","502823","18128","52963","272113","454274","18122","10172","96744","126707","1417","80029","9.4","79904","10","63439","14.5","46696","19.9","12417","67333","278","1"
"2021-11-03T00:00:00.000","44","MT","1519875","91000","638360","777915","12600","142207","165636","180897","736242","1205825","1205610","1140736","403043","50245","501841","652510","1229","112823","131388","135771","195238","1203653","610268","57.1","610114","66.5","575147","68.5","185221","89.7","541283","50.6","541232","59","512073","60.9","170017","82.4","48399","220717","271842","325","48393","220698","271816","325","48354","220606","242793","320","9417","81443","78986","171","84590","15.6","84475","16.5","70438","23.3","53634","31.5","24591","59219","664","116"
"2021-11-03T00:00:00.000","44","VT","1184820","64900","498200","615420","6300","189878","215050","232325","947560","993641","993214","931147","311362","45850","384574","562372","845","159240","180273","182584","249012","980294","499418","80","498995","90.6","465945","91.4","133545","99.9","445532","71.4","445491","80.9","416025","81.6","121924","97.5","43690","166104","235481","257","43674","166096","235465","256","43616","166058","206112","239","2386","58688","60698","152","75077","16.9","75004","18","63351","26.6","48462","39.7","19403","54963","702","9"
"2021-11-03T00:00:00.000","44","CT","6276725","295900","2480920","3461205","38700","176051","202087","221179","995920","5468079","5466258","5068303","1454076","213345","1990201","3263107","1426","153370","175993","178597","230716","5476034","2831457","79.4","2830070","91.1","2619422","92.3","667577","99.9","2526246","70.9","2525738","81.3","2342815","82.6","588989","93.5","211195","895632","1418988","431","211114","895399","1418798","427","211017","895209","1236263","326","20893","231748","336254","94","290754","11.5","290540","12.4","255676","20.3","199818","33.9","81427","207667","1436","224"
"2021-11-03T00:00:00.000","44","MS","4169565","192700","1728380","2214285","34200","140099","165365","183071","856714","3012516","3012214","2837933","892307","76036","1223235","1711280","1965","101222","119465","124604","183341","3028482","1555690","52.3","1555449","61.7","1458823","64.1","420341","86.4","1366355","45.9","1366272","54.2","1287766","56.5","389932","80.1","75525","542025","748291","514","75512","542014","748232","514","75438","541722","670111","495","16783","199055","173849","245","142170","10.4","141920","11","123578","16.1","90962","23.3","54210","87230","539","191"
"2021-11-03T00:00:00.000","44","FM","89640","11500","74000","4140","0","86489","101278","111042","510449","75359","75344","74133","5867","11877","62226","1256","0","72710","85126","91833","33409","76027","45931","44.3","45917","51.9","45236","56","3565","20.3","40331","38.9","40322","45.6","39772","49.3","3290","18.7","11354","28289","687","1","11346","28288","687","1","11331","28284","156","1","1045","2238","7","0","52","0.1","50","0.1","14","0.1","3","0.1","38","5","9","0"
"2021-11-03T00:00:00.000","44","VA2","6937410","568100","3282460","3086850","0","0","0","0","0","6068326","6068156","6065269","3209972","221565","3004238","2842127","396","0","0","0","0","6068326","3103786","0","3103685","0","3102064","0","1559908","0","2864142","0","2864068","0","2862781","0","1470847","0","220002","1406984","1237142","14","219995","1406962","1237097","14","219962","1406924","1235881","14","72612","803743","594490","2","312693","10.9","312688","10.9","302133","13.3","248559","16.9","80960","230911","800","22"
"2021-11-03T00:00:00.000","44","US","525071855","25788900","204334260","292083045","2865650","158156","185181","203311","959972","425272828","424904334","397146697","112165177","15725873","160450092","248655677","441186","128096","149854","153778","205068","425272828","222268786","66.9","222035147","78.3","207040830","80.2","53419001","97.7","192931486","58.1","192795739","68","180157811","69.8","46740339","85.5","15371083","70593549","106847483","119371","15367882","70589931","106718639","119287","15343089","70512150","94185956","116616","2214925","22247126","22226289","51999","20608965","10.7","20581339","11.4","16871409","17.8","12427115","26.6","6113386","14353186","134484","7909"
"2021-11-03T00:00:00.000","44","DC","1331515","62000","513380","755235","900","188667","218369","230533","1524470","1080466","1080367","1038741","209435","31857","394985","653167","457","153095","177181","179843","239785","986483","530590","75.2","530469","87","504411","87.3","86953","99.6","442466","62.7","442412","72.6","423631","73.3","75230","86.1","35626","159042","247505","293","35623","159035","247464","290","35605","158974","228778","274","2571","40180","32426","53","36974","8.4","36921","8.7","25125","15.2","17799","23.7","11228","25610","131","5"
"2021-11-02T00:00:00.000","44","GU","251910","20500","76580","154830","0","151965","177950","195107","896892","256393","256351","230059","36010","10384","80302","165664","43","154670","181087","178183","128209","256807","132230","79.8","132200","93.4","118164","91.5","16527","58.8","121220","73.1","121207","85.6","109016","84.4","15570","55.4","9794","37068","74358","0","9793","37067","74347","0","9788","37054","62174","0","531","6342","8697","0","9918","8.2","9914","9.1","7378","17","4148","26.6","1249","8655","14","0"
"2021-11-02T00:00:00.000","44","WA","12672705","648900","4828680","7191525","3600","166420","194937","212921","1047570","10428348","10427266","9735043","2573083","413527","3878581","6128418","7822","136947","160397","163564","212700","10449865","5298776","69.6","5297834","81.5","4936230","82.9","1163359","96.2","4846302","63.6","4846019","74.5","4522802","76","1086383","89.8","409448","1764881","2669473","2500","409422","1764824","2669275","2498","409147","1764163","2347043","2449","55793","494919","534320","1351","568600","11.7","567669","12.6","461520","20.9","344982","31.8","151954","413236","3284","126"
"2021-11-02T00:00:00.000","44","MO","8537835","357400","3328100","4852035","300","139111","163069","179109","803911","6829201","6828758","6433386","2038263","214622","2414460","4197859","2260","111271","130426","134961","191920","6744961","3496909","57","3496492","66.8","3283904","68.9","950806","89.5","3059281","49.8","3059205","58.4","2879554","60.4","855149","80.5","215043","1075945","1767781","512","215019","1075932","1767742","512","214801","1075544","1588795","414","37903","387848","429230","168","353853","11.6","353445","12.3","296236","18.1","225995","26.4","78455","273917","1459","22"
"2021-11-02T00:00:00.000","44","US","521502845","25709800","203386600","292040295","366150","157081","183922","201930","953447","423942794","423574470","395855750","111581637","15684476","159747250","248071961","439107","127695","149385","153278","204001","423942794","221961370","66.9","221727848","78.2","206751110","80.1","53327428","97.5","192726406","58.1","192590702","67.9","179973418","69.7","46707999","85.4","15348445","70520484","106738683","118794","15345245","70516872","106609875","118710","15320470","70439147","94097727","116074","2212783","22222581","22220882","51753","19783921","10.3","19756692","11","16209963","17.1","11971976","25.6","5622007","14038246","116124","7544"
"2021-11-02T00:00:00.000","44","FM","89640","11500","74000","4140","0","86489","101278","111042","510449","75359","75344","74133","5867","11877","62226","1256","0","72710","85126","91833","33409","76027","45931","44.3","45917","51.9","45236","56","3565","20.3","40331","38.9","40322","45.6","39772","49.3","3290","18.7","11354","28289","687","1","11346","28288","687","1","11331","28284","156","1","1045","2238","7","0","52","0.1","50","0.1","14","0.1","3","0.1","38","5","9","0"
"2021-11-02T00:00:00.000","44","MN","8668360","419400","3273580","4975080","300","153704","181419","199894","941822","7266552","7246947","6750645","2000111","305558","2624648","4333398","2948","128848","151670","155671","217313","7285081","3681723","65.3","3670513","76.8","3413982","78.7","899462","97.7","3381479","60","3373356","70.6","3135417","72.3","845413","91.9","303501","1190251","1886853","874","303480","1190238","1878764","874","302968","1188127","1643490","832","48859","352353","443970","231","486801","14.4","486281","15.5","396126","23.6","302862","35.8","107194","376365","2904","338"
"2021-11-02T00:00:00.000","44","AK","1182405","76000","460280","629625","16500","161631","194194","214374","1291000","879394","877141","817641","179243","36702","338450","503623","619","120211","144059","148241","195706","875303","436014","59.6","434656","71.4","403185","73.1","81742","89.2","385953","52.8","385080","63.2","358041","64.9","75446","82.4","34164","145504","206210","75","34162","145500","205343","75","34027","145114","178830","70","3242","41664","30509","31","59556","15.4","59355","16.6","42605","25.2","26202","34.7","18472","40834","243","7"
"2021-11-02T00:00:00.000","44","NC","16201970","794800","6336940","9069630","600","154480","180312","197890","925248","12458962","12445567","11684150","3492675","433783","4560377","7464019","783","118792","138507","142709","199457","12342966","6793734","64.8","6785442","75.5","6371616","77.8","1825056","99.9","5533196","52.8","5528124","61.5","5189770","63.4","1433661","81.9","424177","1986286","3122624","109","424158","1986228","3117629","109","422791","1983399","2783473","107","47963","684947","700702","49","390884","7.1","390554","7.5","312954","11","223521","15.6","96882","291320","2675","7"
"2021-11-02T00:00:00.000","44","AR","4463040","214000","1949540","2294100","5400","147890","174525","192568","851917","3265658","3260351","3048008","943233","102459","1387409","1772732","3058","108213","127495","131513","180047","3291591","1753692","58.1","1749830","68.4","1631936","70.4","464693","88.7","1451106","48.1","1449591","56.7","1354560","58.4","396905","75.8","101113","612993","736231","769","100994","612982","734848","767","100596","611889","641339","736","14591","222959","158928","427","161009","11.1","160786","11.9","130916","17.1","97707","24.6","48942","111052","637","378"
"2021-11-02T00:00:00.000","44","DE","1727825","78700","686620","962205","300","177438","205741","224337","914648","1323613","1323377","1240244","416913","52330","503371","766337","1575","135927","157581","161030","220699","1296670","676226","69.4","676035","80.5","633987","82.3","193227","99.9","585425","60.1","585371","69.7","549522","71.3","169825","89.9","51580","212950","320382","513","51571","212939","320348","513","51524","212827","284666","505","9366","69586","90597","276","72021","12.3","71957","13.1","63682","19.6","50455","29.7","22154","49546","314","7"
"2021-11-02T00:00:00.000","44","KY","6423275","321700","2743420","3357855","300","143772","168760","185386","855793","4933551","4932383","4655168","1427421","196331","2020066","2715605","1549","110428","129589","134356","190180","4964477","2572773","57.6","2572342","67.6","2421456","69.9","683155","91","2268640","50.8","2268566","59.6","2141468","61.8","616918","82.2","191929","901327","1173958","1426","191898","901314","1173930","1424","191799","901094","1047206","1369","36977","280557","298661","723","278197","12.3","277882","13","233683","19.1","174279","28.2","80136","196002","2001","58"
"2021-11-02T00:00:00.000","44","ND","1049610","45200","406120","592590","5700","137733","164710","180379","875806","811271","810231","768309","234258","33402","310713","466855","301","106457","127146","132037","195467","776107","407420","53.5","406799","63.8","385365","66.2","109547","91.4","350614","46","350268","55","332348","57.1","93762","78.2","30880","134633","185098","3","30877","134628","184760","3","30746","134435","167164","3","3931","45559","44272","0","46798","13.3","46762","14.1","37619","21.1","27681","29.5","10173","36422","202","1"
"2021-11-02T00:00:00.000","44","SC","7676855","381600","3233180","4061775","300","149102","173686","190137","819281","5754682","5746774","5441592","1863688","190409","2200651","3361985","1637","111769","130018","134775","198895","5739870","2972869","57.7","2967915","67.1","2800835","69.4","884326","94.4","2579532","50.1","2576671","58.3","2436095","60.3","778492","83.1","185082","954612","1439538","300","185038","954526","1436808","299","184493","952618","1298687","297","29247","330647","418418","180","314697","12.2","314374","12.9","273692","18.8","218334","28","74775","237366","2415","141"
"2021-11-02T00:00:00.000","44","MS","4127705","192300","1718720","2214285","2400","138693","163705","181233","848113","2978295","2977996","2804639","876738","75323","1205001","1696010","1961","100072","118108","123142","180142","2995273","1549129","52.1","1548889","61.4","1452632","63.8","418903","86.1","1359729","45.7","1359648","53.9","1281659","56.3","388763","79.9","75129","539483","744614","503","75116","539472","744557","503","75042","539181","666951","485","16743","198318","173460","242","121965","9","121720","9.5","105972","13.9","78323","20.1","41592","79946","237","190"
"2021-11-02T00:00:00.000","44","NH","2384880","140000","902320","1332360","10200","175396","198977","215932","939432","1942046","1940924","1813984","543926","96093","736649","1109235","69","142828","161937","164242","214259","1939925","1050182","77.2","1049288","87.5","989711","89.6","315743","99.9","856832","63","856597","71.5","806771","73","226586","89.3","72039","326655","458076","62","72014","326550","457971","62","71984","326398","408331","58","14701","94905","116948","32","21956","2.6","21927","2.7","18280","3.9","13468","5.9","5159","16670","120","7"
"2021-11-02T00:00:00.000","44","MH","58310","11300","43500","3510","0","99824","116891","128162","589168","42528","42485","41431","2394","2190","39284","1052","2","72806","85168","91063","24189","42582","24116","41.3","24083","48.3","23148","50.9","1322","13.4","20292","34.7","20281","40.7","20244","44.5","1155","11.7","2181","18086","24","1","2178","18078","24","1","2172","18056","15","1","100","1055","0","0","105","0.5","105","0.5","43","0.9","10","0.9","102","3","0","0"
"2021-11-02T00:00:00.000","44","MI","14891920","772500","6103840","7986180","29400","149115","173263","189877","843543","11566071","11565534","10912592","3473108","383592","4448554","6732094","1831","115813","134561","139139","196732","11736465","5826968","58.3","5826511","67.8","5485183","69.9","1602980","90.8","5351156","53.6","5351023","62.3","5045677","64.3","1496269","84.8","381003","2025481","2943734","938","380983","2025462","2943642","936","380722","2024825","2639261","869","67377","746097","682253","542","731009","13.7","730296","14.5","608502","20.8","451326","30.2","196336","530801","3857","15"
"2021-11-02T00:00:00.000","44","MA","12157720","530500","4709400","6867120","50700","176390","202065","219465","1039720","10514213","10485555","9775247","2524289","346977","3983866","6182674","696","152546","174273","176458","215874","10537251","5544967","80.4","5528097","91.9","5144249","92.9","1247057","99.9","4808517","69.8","4796974","79.7","4467243","80.6","1057164","90.4","348790","1768874","2690669","184","348781","1768866","2679143","184","347570","1763572","2355946","155","69695","475902","511512","55","486077","10.1","485554","10.9","391796","17.3","289008","27.3","133250","351054","1629","144"
"2021-11-02T00:00:00.000","44","WY","748105","41200","339900","367005","0","129260","152450","168104","754298","578131","578089","548523","185047","24896","252334","300378","523","99891","117804","123257","186579","573597","295705","51.1","295665","60.3","279243","62.7","86489","87.2","255199","44.1","255188","52","242121","54.4","78703","79.4","23213","107475","124421","90","23211","107474","124413","90","23190","107456","111387","88","3596","40051","35015","41","36760","14.4","36703","15.2","31382","22","24093","30.6","10585","25952","200","23"
"2021-11-02T00:00:00.000","44","TX","44898615","2229500","17265460","25381455","22200","154845","186293","207902","1202350","34736969","34728598","31936266","7358724","1290728","13051008","20392716","2517","119800","144095","147880","197061","33874187","17828663","61.5","17822272","73.9","16332742","75.6","3386469","90.7","15501275","53.5","15499073","64.3","14280485","66.1","3054627","81.8","1192892","5644332","8663773","278","1192620","5643808","8662368","277","1191476","5640431","7448317","261","166212","1454565","1433751","99","1578917","10.2","1575249","11","1227440","18.2","821208","26.9","571657","998289","8912","59"
"2021-11-02T00:00:00.000","44","AL","7302580","338600","3246020","3717360","600","148935","174416","191424","859292","4889817","4889347","4641032","1502441","144128","2132226","2613300","163","99727","116778","121656","176792","4981671","2677664","54.6","2677245","63.9","2536305","66.5","755527","88.9","2198533","44.8","2198445","52.5","2090934","54.8","653624","76.9","145049","936160","1116868","456","145040","936149","1116800","456","144966","935719","1009794","455","34795","345927","272600","302","225090","10.2","224727","10.7","192303","15.3","145056","22.2","81987","141438","1657","8"
"2021-11-02T00:00:00.000","44","CA","63698565","3086700","23929260","36654705","27900","161212","189318","208046","1091080","54511378","54380540","50351282","12121156","1946295","20381678","32168812","14593","137961","161624","164452","207621","54568068","29521960","74.7","29440412","87.5","27226358","88.9","6067824","99.9","24260599","61.4","24211547","72","22393482","73.1","4851463","83.1","1919774","8756267","13580365","4193","1919402","8755833","13532128","4184","1912197","8730768","11746609","3908","190247","2431437","2228476","1303","2328617","9.6","2325817","10.4","1809390","17.1","1289841","26.6","667676","1643575","17139","227"
"2021-11-02T00:00:00.000","44","NM","3283115","164200","1337380","1775235","6300","156575","183678","202538","869455","2838622","2838300","2638399","774514","98187","1149984","1584657","5794","135377","158792","162765","205112","2929656","1515875","72.3","1515571","84.8","1400006","86.4","380706","99.9","1303949","62.2","1303859","72.9","1206096","74.4","333886","88.4","97850","514179","690284","1636","97838","514160","690225","1636","97710","513799","592974","1613","19805","155240","157975","866","174040","13.3","173809","14.4","138030","21.2","94454","28.3","37874","135751","390","25"
"2021-11-02T00:00:00.000","44","OH","16667145","791400","6621900","9253545","300","142587","166660","182933","814494","13106301","13106024","12375504","4026849","519863","4969235","7600237","16966","112124","131051","135829","196785","12973971","6536385","55.9","6536131","65.4","6153308","67.5","1811230","88.5","6070430","51.9","6070331","60.7","5729701","62.9","1728328","84.5","499854","2241666","3324291","4619","499843","2241660","3324209","4619","499631","2241156","2984388","4526","87327","780767","857932","2302","733756","12.1","732745","12.8","628122","18.8","489069","28.3","194714","532929","5939","174"
"2021-11-02T00:00:00.000","44","VI","116720","1700","31140","83280","600","111502","130567","143157","658059","109330","109237","103986","30244","1531","29075","78724","0","104442","122196","127539","170514","106887","55950","53.4","55884","62.5","53031","65","15232","85.9","49152","47","49124","55","46751","57.3","13795","77.8","1469","13047","34632","4","1466","13039","34615","4","1463","13022","32262","4","453","5104","8234","4","2980","6.1","2979","6.4","2559","8.9","1787","13","528","2444","8","0"
"2021-11-02T00:00:00.000","44","GA","15952315","708100","6587340","8649675","7200","150247","177483","196613","1051600","11482176","11479364","10771142","2887178","284923","4532834","6653340","11079","108145","127717","132755","190327","11521409","6042774","56.9","6040387","67.2","5638028","69.5","1354882","89.3","5117009","48.2","5116436","56.9","4809465","59.3","1197305","78.9","282580","1983800","2847117","3512","282470","1983741","2846718","3507","282145","1982946","2541079","3295","32848","650879","511918","1660","428200","8.4","427493","8.9","354420","13.9","258616","21.6","135148","291388","1464","200"
