areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E92000001,England,nation,2021-11-03,12_15,2875868.0,8711.0,318.0,727731.0,24396.0,8711.0,318.0,25.3,0.3,0.3
E92000001,England,nation,2021-11-03,16_17,1366614.0,153919.0,1282.0,775217.0,1311.0,153919.0,1282.0,56.7,11.3,11.3
E92000001,England,nation,2021-11-03,18_24,5300080.0,3017095.0,4132.0,3561010.0,2003.0,3017095.0,4132.0,67.2,56.9,56.9
E92000001,England,nation,2021-11-03,25_29,4488384.0,2576861.0,2516.0,2915916.0,1363.0,2576861.0,2516.0,65.0,57.4,57.4
E92000001,England,nation,2021-11-03,30_34,4804432.0,2922555.0,2075.0,3229651.0,1111.0,2922555.0,2075.0,67.2,60.8,60.8
E92000001,England,nation,2021-11-03,35_39,4569685.0,3018013.0,1547.0,3254893.0,763.0,3018013.0,1547.0,71.2,66.0,66.0
E92000001,England,nation,2021-11-03,40_44,4198356.0,3037223.0,959.0,3211711.0,547.0,3037223.0,959.0,76.5,72.3,72.3
E92000001,England,nation,2021-11-03,45_49,3987153.0,3130985.0,688.0,3262913.0,313.0,3130985.0,688.0,81.8,78.5,78.5
E92000001,England,nation,2021-11-03,50_54,4241557.0,3556708.0,493.0,3665264.0,267.0,3556708.0,493.0,86.4,83.9,83.9
E92000001,England,nation,2021-11-03,55_59,4117010.0,3559196.0,407.0,3657317.0,196.0,3559196.0,407.0,88.8,86.5,86.5
E92000001,England,nation,2021-11-03,60_64,3506011.0,3102001.0,263.0,3176740.0,137.0,3102001.0,263.0,90.6,88.5,88.5
E92000001,England,nation,2021-11-03,65_69,2919363.0,2658294.0,200.0,2696345.0,123.0,2658294.0,200.0,92.4,91.1,91.1
E92000001,England,nation,2021-11-03,70_74,2863384.0,2679168.0,216.0,2705402.0,88.0,2679168.0,216.0,94.5,93.6,93.6
E92000001,England,nation,2021-11-03,75_79,2159520.0,2046993.0,143.0,2064464.0,102.0,2046993.0,143.0,95.6,94.8,94.8
E92000001,England,nation,2021-11-03,80_84,1443052.0,1368517.0,121.0,1381311.0,45.0,1368517.0,121.0,95.7,94.8,94.8
E92000001,England,nation,2021-11-03,85_89,892698.0,845485.0,80.0,854743.0,28.0,845485.0,80.0,95.7,94.7,94.7
E92000001,England,nation,2021-11-03,90+,508084.0,472261.0,66.0,478839.0,16.0,472261.0,66.0,94.2,92.9,92.9
E92000001,England,nation,2021-11-02,12_15,2875868.0,8393.0,183.0,703335.0,25983.0,8393.0,183.0,24.5,0.3,0.3
E92000001,England,nation,2021-11-02,16_17,1366614.0,152637.0,1370.0,773906.0,1207.0,152637.0,1370.0,56.6,11.2,11.2
E92000001,England,nation,2021-11-02,18_24,5300080.0,3012963.0,4102.0,3559007.0,1983.0,3012963.0,4102.0,67.2,56.8,56.8
E92000001,England,nation,2021-11-02,25_29,4488384.0,2574345.0,2543.0,2914553.0,1405.0,2574345.0,2543.0,64.9,57.4,57.4
E92000001,England,nation,2021-11-02,30_34,4804432.0,2920480.0,2139.0,3228540.0,1235.0,2920480.0,2139.0,67.2,60.8,60.8
E92000001,England,nation,2021-11-02,35_39,4569685.0,3016466.0,1531.0,3254130.0,837.0,3016466.0,1531.0,71.2,66.0,66.0
E92000001,England,nation,2021-11-02,40_44,4198356.0,3036264.0,966.0,3211164.0,464.0,3036264.0,966.0,76.5,72.3,72.3
E92000001,England,nation,2021-11-02,45_49,3987153.0,3130297.0,669.0,3262600.0,319.0,3130297.0,669.0,81.8,78.5,78.5
E92000001,England,nation,2021-11-02,50_54,4241557.0,3556215.0,506.0,3664997.0,284.0,3556215.0,506.0,86.4,83.8,83.8
E92000001,England,nation,2021-11-02,55_59,4117010.0,3558789.0,338.0,3657121.0,228.0,3558789.0,338.0,88.8,86.4,86.4
E92000001,England,nation,2021-11-02,60_64,3506011.0,3101738.0,262.0,3176603.0,163.0,3101738.0,262.0,90.6,88.5,88.5
E92000001,England,nation,2021-11-02,65_69,2919363.0,2658094.0,185.0,2696222.0,136.0,2658094.0,185.0,92.4,91.1,91.1
E92000001,England,nation,2021-11-02,70_74,2863384.0,2678952.0,152.0,2705314.0,100.0,2678952.0,152.0,94.5,93.6,93.6
E92000001,England,nation,2021-11-02,75_79,2159520.0,2046850.0,131.0,2064362.0,86.0,2046850.0,131.0,95.6,94.8,94.8
E92000001,England,nation,2021-11-02,80_84,1443052.0,1368396.0,91.0,1381266.0,53.0,1368396.0,91.0,95.7,94.8,94.8
E92000001,England,nation,2021-11-02,85_89,892698.0,845405.0,66.0,854715.0,20.0,845405.0,66.0,95.7,94.7,94.7
E92000001,England,nation,2021-11-02,90+,508084.0,472195.0,41.0,478823.0,19.0,472195.0,41.0,94.2,92.9,92.9
E92000001,England,nation,2021-11-01,12_15,2875868.0,8210.0,139.0,677352.0,25132.0,8210.0,139.0,23.6,0.3,0.3
E92000001,England,nation,2021-11-01,16_17,1366614.0,151267.0,1072.0,772699.0,1157.0,151267.0,1072.0,56.5,11.1,11.1
E92000001,England,nation,2021-11-01,18_24,5300080.0,3008861.0,3706.0,3557024.0,1832.0,3008861.0,3706.0,67.1,56.8,56.8
E92000001,England,nation,2021-11-01,25_29,4488384.0,2571802.0,2594.0,2913148.0,1230.0,2571802.0,2594.0,64.9,57.3,57.3
E92000001,England,nation,2021-11-01,30_34,4804432.0,2918341.0,2138.0,3227305.0,1082.0,2918341.0,2138.0,67.2,60.7,60.7
E92000001,England,nation,2021-11-01,35_39,4569685.0,3014935.0,1441.0,3253293.0,722.0,3014935.0,1441.0,71.2,66.0,66.0
E92000001,England,nation,2021-11-01,40_44,4198356.0,3035298.0,849.0,3210700.0,411.0,3035298.0,849.0,76.5,72.3,72.3
E92000001,England,nation,2021-11-01,45_49,3987153.0,3129628.0,649.0,3262281.0,306.0,3129628.0,649.0,81.8,78.5,78.5
E92000001,England,nation,2021-11-01,50_54,4241557.0,3555709.0,424.0,3664713.0,257.0,3555709.0,424.0,86.4,83.8,83.8
E92000001,England,nation,2021-11-01,55_59,4117010.0,3558451.0,317.0,3656893.0,169.0,3558451.0,317.0,88.8,86.4,86.4
E92000001,England,nation,2021-11-01,60_64,3506011.0,3101476.0,217.0,3176440.0,146.0,3101476.0,217.0,90.6,88.5,88.5
E92000001,England,nation,2021-11-01,65_69,2919363.0,2657909.0,165.0,2696086.0,112.0,2657909.0,165.0,92.4,91.0,91.0
E92000001,England,nation,2021-11-01,70_74,2863384.0,2678800.0,130.0,2705214.0,94.0,2678800.0,130.0,94.5,93.6,93.6
E92000001,England,nation,2021-11-01,75_79,2159520.0,2046719.0,110.0,2064276.0,75.0,2046719.0,110.0,95.6,94.8,94.8
E92000001,England,nation,2021-11-01,80_84,1443052.0,1368305.0,86.0,1381213.0,29.0,1368305.0,86.0,95.7,94.8,94.8
E92000001,England,nation,2021-11-01,85_89,892698.0,845339.0,63.0,854695.0,14.0,845339.0,63.0,95.7,94.7,94.7
E92000001,England,nation,2021-11-01,90+,508084.0,472154.0,44.0,478804.0,14.0,472154.0,44.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-31,12_15,2875868.0,8071.0,360.0,652220.0,14663.0,8071.0,360.0,22.7,0.3,0.3
E92000001,England,nation,2021-10-31,16_17,1366614.0,150195.0,1192.0,771542.0,1043.0,150195.0,1192.0,56.5,11.0,11.0
E92000001,England,nation,2021-10-31,18_24,5300080.0,3005155.0,2910.0,3555192.0,1029.0,3005155.0,2910.0,67.1,56.7,56.7
E92000001,England,nation,2021-10-31,25_29,4488384.0,2569208.0,1915.0,2911918.0,779.0,2569208.0,1915.0,64.9,57.2,57.2
E92000001,England,nation,2021-10-31,30_34,4804432.0,2916203.0,1599.0,3226223.0,685.0,2916203.0,1599.0,67.2,60.7,60.7
E92000001,England,nation,2021-10-31,35_39,4569685.0,3013494.0,1127.0,3252571.0,440.0,3013494.0,1127.0,71.2,65.9,65.9
E92000001,England,nation,2021-10-31,40_44,4198356.0,3034449.0,683.0,3210289.0,298.0,3034449.0,683.0,76.5,72.3,72.3
E92000001,England,nation,2021-10-31,45_49,3987153.0,3128979.0,445.0,3261975.0,207.0,3128979.0,445.0,81.8,78.5,78.5
E92000001,England,nation,2021-10-31,50_54,4241557.0,3555285.0,327.0,3664456.0,134.0,3555285.0,327.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-31,55_59,4117010.0,3558134.0,195.0,3656724.0,94.0,3558134.0,195.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-31,60_64,3506011.0,3101259.0,146.0,3176294.0,59.0,3101259.0,146.0,90.6,88.5,88.5
E92000001,England,nation,2021-10-31,65_69,2919363.0,2657744.0,93.0,2695974.0,39.0,2657744.0,93.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-31,70_74,2863384.0,2678670.0,79.0,2705120.0,28.0,2678670.0,79.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-31,75_79,2159520.0,2046609.0,41.0,2064201.0,28.0,2046609.0,41.0,95.6,94.8,94.8
E92000001,England,nation,2021-10-31,80_84,1443052.0,1368219.0,39.0,1381184.0,21.0,1368219.0,39.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-31,85_89,892698.0,845276.0,22.0,854681.0,3.0,845276.0,22.0,95.7,94.7,94.7
E92000001,England,nation,2021-10-31,90+,508084.0,472110.0,17.0,478790.0,4.0,472110.0,17.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-30,12_15,2875868.0,7711.0,849.0,637557.0,16522.0,7711.0,849.0,22.2,0.3,0.3
E92000001,England,nation,2021-10-30,16_17,1366614.0,149003.0,2527.0,770499.0,1942.0,149003.0,2527.0,56.4,10.9,10.9
E92000001,England,nation,2021-10-30,18_24,5300080.0,3002245.0,5343.0,3554163.0,2475.0,3002245.0,5343.0,67.1,56.6,56.6
E92000001,England,nation,2021-10-30,25_29,4488384.0,2567293.0,3495.0,2911139.0,1555.0,2567293.0,3495.0,64.9,57.2,57.2
E92000001,England,nation,2021-10-30,30_34,4804432.0,2914604.0,2949.0,3225538.0,1368.0,2914604.0,2949.0,67.1,60.7,60.7
E92000001,England,nation,2021-10-30,35_39,4569685.0,3012367.0,2051.0,3252131.0,985.0,3012367.0,2051.0,71.2,65.9,65.9
E92000001,England,nation,2021-10-30,40_44,4198356.0,3033766.0,1449.0,3209991.0,630.0,3033766.0,1449.0,76.5,72.3,72.3
E92000001,England,nation,2021-10-30,45_49,3987153.0,3128534.0,1009.0,3261768.0,408.0,3128534.0,1009.0,81.8,78.5,78.5
E92000001,England,nation,2021-10-30,50_54,4241557.0,3554958.0,683.0,3664322.0,325.0,3554958.0,683.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-30,55_59,4117010.0,3557939.0,494.0,3656630.0,227.0,3557939.0,494.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-30,60_64,3506011.0,3101113.0,323.0,3176235.0,170.0,3101113.0,323.0,90.6,88.5,88.5
E92000001,England,nation,2021-10-30,65_69,2919363.0,2657651.0,191.0,2695935.0,130.0,2657651.0,191.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-30,70_74,2863384.0,2678591.0,220.0,2705092.0,120.0,2678591.0,220.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-30,75_79,2159520.0,2046568.0,140.0,2064173.0,95.0,2046568.0,140.0,95.6,94.8,94.8
E92000001,England,nation,2021-10-30,80_84,1443052.0,1368180.0,149.0,1381163.0,52.0,1368180.0,149.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-30,85_89,892698.0,845254.0,97.0,854678.0,24.0,845254.0,97.0,95.7,94.7,94.7
E92000001,England,nation,2021-10-30,90+,508084.0,472093.0,55.0,478786.0,10.0,472093.0,55.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-29,12_15,2875868.0,6862.0,521.0,621035.0,20160.0,6862.0,521.0,21.6,0.2,0.2
E92000001,England,nation,2021-10-29,16_17,1366614.0,146476.0,2019.0,768557.0,2345.0,146476.0,2019.0,56.2,10.7,10.7
E92000001,England,nation,2021-10-29,18_24,5300080.0,2996902.0,4425.0,3551688.0,2217.0,2996902.0,4425.0,67.0,56.5,56.5
E92000001,England,nation,2021-10-29,25_29,4488384.0,2563798.0,2983.0,2909584.0,1413.0,2563798.0,2983.0,64.8,57.1,57.1
E92000001,England,nation,2021-10-29,30_34,4804432.0,2911655.0,2546.0,3224170.0,1322.0,2911655.0,2546.0,67.1,60.6,60.6
E92000001,England,nation,2021-10-29,35_39,4569685.0,3010316.0,1752.0,3251146.0,899.0,3010316.0,1752.0,71.1,65.9,65.9
E92000001,England,nation,2021-10-29,40_44,4198356.0,3032317.0,1141.0,3209361.0,555.0,3032317.0,1141.0,76.4,72.2,72.2
E92000001,England,nation,2021-10-29,45_49,3987153.0,3127525.0,763.0,3261360.0,440.0,3127525.0,763.0,81.8,78.4,78.4
E92000001,England,nation,2021-10-29,50_54,4241557.0,3554275.0,576.0,3663997.0,307.0,3554275.0,576.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-29,55_59,4117010.0,3557445.0,423.0,3656403.0,215.0,3557445.0,423.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-29,60_64,3506011.0,3100790.0,276.0,3176065.0,159.0,3100790.0,276.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-29,65_69,2919363.0,2657460.0,182.0,2695805.0,116.0,2657460.0,182.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-29,70_74,2863384.0,2678371.0,175.0,2704972.0,85.0,2678371.0,175.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-29,75_79,2159520.0,2046428.0,150.0,2064078.0,71.0,2046428.0,150.0,95.6,94.8,94.8
E92000001,England,nation,2021-10-29,80_84,1443052.0,1368031.0,135.0,1381111.0,47.0,1368031.0,135.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-29,85_89,892698.0,845157.0,109.0,854654.0,27.0,845157.0,109.0,95.7,94.7,94.7
E92000001,England,nation,2021-10-29,90+,508084.0,472038.0,71.0,478776.0,18.0,472038.0,71.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-28,12_15,2875868.0,6341.0,487.0,600875.0,22165.0,6341.0,487.0,20.9,0.2,0.2
E92000001,England,nation,2021-10-28,16_17,1366614.0,144457.0,2261.0,766212.0,2694.0,144457.0,2261.0,56.1,10.6,10.6
E92000001,England,nation,2021-10-28,18_24,5300080.0,2992477.0,4858.0,3549471.0,2406.0,2992477.0,4858.0,67.0,56.5,56.5
E92000001,England,nation,2021-10-28,25_29,4488384.0,2560815.0,2831.0,2908171.0,1549.0,2560815.0,2831.0,64.8,57.1,57.1
E92000001,England,nation,2021-10-28,30_34,4804432.0,2909109.0,2306.0,3222848.0,1277.0,2909109.0,2306.0,67.1,60.6,60.6
E92000001,England,nation,2021-10-28,35_39,4569685.0,3008564.0,1595.0,3250247.0,897.0,3008564.0,1595.0,71.1,65.8,65.8
E92000001,England,nation,2021-10-28,40_44,4198356.0,3031176.0,1006.0,3208806.0,538.0,3031176.0,1006.0,76.4,72.2,72.2
E92000001,England,nation,2021-10-28,45_49,3987153.0,3126762.0,781.0,3260920.0,398.0,3126762.0,781.0,81.8,78.4,78.4
E92000001,England,nation,2021-10-28,50_54,4241557.0,3553699.0,528.0,3663690.0,281.0,3553699.0,528.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-28,55_59,4117010.0,3557022.0,401.0,3656188.0,218.0,3557022.0,401.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-28,60_64,3506011.0,3100514.0,258.0,3175906.0,159.0,3100514.0,258.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-28,65_69,2919363.0,2657278.0,227.0,2695689.0,138.0,2657278.0,227.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-28,70_74,2863384.0,2678196.0,180.0,2704887.0,153.0,2678196.0,180.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-28,75_79,2159520.0,2046278.0,155.0,2064007.0,80.0,2046278.0,155.0,95.6,94.8,94.8
E92000001,England,nation,2021-10-28,80_84,1443052.0,1367896.0,132.0,1381064.0,57.0,1367896.0,132.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-28,85_89,892698.0,845048.0,111.0,854627.0,35.0,845048.0,111.0,95.7,94.7,94.7
E92000001,England,nation,2021-10-28,90+,508084.0,471967.0,101.0,478758.0,15.0,471967.0,101.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-27,12_15,2875868.0,5854.0,519.0,578710.0,21722.0,5854.0,519.0,20.1,0.2,0.2
E92000001,England,nation,2021-10-27,16_17,1366614.0,142196.0,2320.0,763518.0,2969.0,142196.0,2320.0,55.9,10.4,10.4
E92000001,England,nation,2021-10-27,18_24,5300080.0,2987619.0,5382.0,3547065.0,2615.0,2987619.0,5382.0,66.9,56.4,56.4
E92000001,England,nation,2021-10-27,25_29,4488384.0,2557984.0,2875.0,2906622.0,1659.0,2557984.0,2875.0,64.8,57.0,57.0
E92000001,England,nation,2021-10-27,30_34,4804432.0,2906803.0,2405.0,3221571.0,1386.0,2906803.0,2405.0,67.1,60.5,60.5
E92000001,England,nation,2021-10-27,35_39,4569685.0,3006969.0,1679.0,3249350.0,943.0,3006969.0,1679.0,71.1,65.8,65.8
E92000001,England,nation,2021-10-27,40_44,4198356.0,3030170.0,1126.0,3208268.0,574.0,3030170.0,1126.0,76.4,72.2,72.2
E92000001,England,nation,2021-10-27,45_49,3987153.0,3125981.0,763.0,3260522.0,428.0,3125981.0,763.0,81.8,78.4,78.4
E92000001,England,nation,2021-10-27,50_54,4241557.0,3553171.0,546.0,3663409.0,311.0,3553171.0,546.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-27,55_59,4117010.0,3556621.0,399.0,3655970.0,239.0,3556621.0,399.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-27,60_64,3506011.0,3100256.0,281.0,3175747.0,182.0,3100256.0,281.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-27,65_69,2919363.0,2657051.0,177.0,2695551.0,108.0,2657051.0,177.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-27,70_74,2863384.0,2678016.0,180.0,2704734.0,133.0,2678016.0,180.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-27,75_79,2159520.0,2046123.0,146.0,2063927.0,91.0,2046123.0,146.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-27,80_84,1443052.0,1367764.0,138.0,1381007.0,75.0,1367764.0,138.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-27,85_89,892698.0,844937.0,126.0,854592.0,37.0,844937.0,126.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-27,90+,508084.0,471866.0,95.0,478743.0,33.0,471866.0,95.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-26,12_15,2875868.0,5335.0,210.0,556988.0,17578.0,5335.0,210.0,19.4,0.2,0.2
E92000001,England,nation,2021-10-26,16_17,1366614.0,139876.0,2129.0,760549.0,2660.0,139876.0,2129.0,55.7,10.2,10.2
E92000001,England,nation,2021-10-26,18_24,5300080.0,2982237.0,4967.0,3544450.0,2370.0,2982237.0,4967.0,66.9,56.3,56.3
E92000001,England,nation,2021-10-26,25_29,4488384.0,2555109.0,2959.0,2904963.0,1681.0,2555109.0,2959.0,64.7,56.9,56.9
E92000001,England,nation,2021-10-26,30_34,4804432.0,2904398.0,2278.0,3220185.0,1304.0,2904398.0,2278.0,67.0,60.5,60.5
E92000001,England,nation,2021-10-26,35_39,4569685.0,3005290.0,1639.0,3248407.0,971.0,3005290.0,1639.0,71.1,65.8,65.8
E92000001,England,nation,2021-10-26,40_44,4198356.0,3029044.0,1109.0,3207694.0,547.0,3029044.0,1109.0,76.4,72.1,72.1
E92000001,England,nation,2021-10-26,45_49,3987153.0,3125218.0,807.0,3260094.0,405.0,3125218.0,807.0,81.8,78.4,78.4
E92000001,England,nation,2021-10-26,50_54,4241557.0,3552625.0,583.0,3663098.0,293.0,3552625.0,583.0,86.4,83.8,83.8
E92000001,England,nation,2021-10-26,55_59,4117010.0,3556222.0,431.0,3655731.0,217.0,3556222.0,431.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-26,60_64,3506011.0,3099975.0,288.0,3175565.0,136.0,3099975.0,288.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-26,65_69,2919363.0,2656874.0,173.0,2695443.0,123.0,2656874.0,173.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-26,70_74,2863384.0,2677836.0,199.0,2704601.0,98.0,2677836.0,199.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-26,75_79,2159520.0,2045977.0,166.0,2063836.0,74.0,2045977.0,166.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-26,80_84,1443052.0,1367626.0,120.0,1380932.0,54.0,1367626.0,120.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-26,85_89,892698.0,844811.0,128.0,854555.0,34.0,844811.0,128.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-26,90+,508084.0,471771.0,88.0,478710.0,14.0,471771.0,88.0,94.2,92.9,92.9
E92000001,England,nation,2021-10-25,12_15,2875868.0,5125.0,155.0,539410.0,13584.0,5125.0,155.0,18.8,0.2,0.2
E92000001,England,nation,2021-10-25,16_17,1366614.0,137747.0,2126.0,757889.0,2505.0,137747.0,2126.0,55.5,10.1,10.1
E92000001,England,nation,2021-10-25,18_24,5300080.0,2977270.0,4626.0,3542080.0,2243.0,2977270.0,4626.0,66.8,56.2,56.2
E92000001,England,nation,2021-10-25,25_29,4488384.0,2552150.0,2761.0,2903282.0,1550.0,2552150.0,2761.0,64.7,56.9,56.9
E92000001,England,nation,2021-10-25,30_34,4804432.0,2902120.0,2127.0,3218881.0,1321.0,2902120.0,2127.0,67.0,60.4,60.4
E92000001,England,nation,2021-10-25,35_39,4569685.0,3003651.0,1548.0,3247436.0,890.0,3003651.0,1548.0,71.1,65.7,65.7
E92000001,England,nation,2021-10-25,40_44,4198356.0,3027935.0,1001.0,3207147.0,574.0,3027935.0,1001.0,76.4,72.1,72.1
E92000001,England,nation,2021-10-25,45_49,3987153.0,3124411.0,722.0,3259689.0,397.0,3124411.0,722.0,81.8,78.4,78.4
E92000001,England,nation,2021-10-25,50_54,4241557.0,3552042.0,471.0,3662805.0,296.0,3552042.0,471.0,86.4,83.7,83.7
E92000001,England,nation,2021-10-25,55_59,4117010.0,3555791.0,353.0,3655514.0,202.0,3555791.0,353.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-25,60_64,3506011.0,3099687.0,218.0,3175429.0,139.0,3099687.0,218.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-25,65_69,2919363.0,2656701.0,158.0,2695320.0,126.0,2656701.0,158.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-25,70_74,2863384.0,2677637.0,139.0,2704503.0,102.0,2677637.0,139.0,94.5,93.5,93.5
E92000001,England,nation,2021-10-25,75_79,2159520.0,2045811.0,120.0,2063762.0,63.0,2045811.0,120.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-25,80_84,1443052.0,1367506.0,87.0,1380878.0,44.0,1367506.0,87.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-25,85_89,892698.0,844683.0,91.0,854521.0,24.0,844683.0,91.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-25,90+,508084.0,471683.0,63.0,478696.0,15.0,471683.0,63.0,94.2,92.8,92.8
E92000001,England,nation,2021-10-24,12_15,2875868.0,4970.0,217.0,525826.0,6196.0,4970.0,217.0,18.3,0.2,0.2
E92000001,England,nation,2021-10-24,16_17,1366614.0,135621.0,1801.0,755384.0,1758.0,135621.0,1801.0,55.3,9.9,9.9
E92000001,England,nation,2021-10-24,18_24,5300080.0,2972644.0,3820.0,3539837.0,1687.0,2972644.0,3820.0,66.8,56.1,56.1
E92000001,England,nation,2021-10-24,25_29,4488384.0,2549389.0,2151.0,2901732.0,1211.0,2549389.0,2151.0,64.6,56.8,56.8
E92000001,England,nation,2021-10-24,30_34,4804432.0,2899993.0,1854.0,3217560.0,965.0,2899993.0,1854.0,67.0,60.4,60.4
E92000001,England,nation,2021-10-24,35_39,4569685.0,3002103.0,1233.0,3246546.0,686.0,3002103.0,1233.0,71.0,65.7,65.7
E92000001,England,nation,2021-10-24,40_44,4198356.0,3026934.0,851.0,3206573.0,455.0,3026934.0,851.0,76.4,72.1,72.1
E92000001,England,nation,2021-10-24,45_49,3987153.0,3123689.0,572.0,3259292.0,290.0,3123689.0,572.0,81.7,78.3,78.3
E92000001,England,nation,2021-10-24,50_54,4241557.0,3551571.0,363.0,3662509.0,223.0,3551571.0,363.0,86.3,83.7,83.7
E92000001,England,nation,2021-10-24,55_59,4117010.0,3555438.0,274.0,3655312.0,134.0,3555438.0,274.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-24,60_64,3506011.0,3099469.0,171.0,3175290.0,93.0,3099469.0,171.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-24,65_69,2919363.0,2656543.0,99.0,2695194.0,73.0,2656543.0,99.0,92.3,91.0,91.0
E92000001,England,nation,2021-10-24,70_74,2863384.0,2677498.0,87.0,2704401.0,64.0,2677498.0,87.0,94.4,93.5,93.5
E92000001,England,nation,2021-10-24,75_79,2159520.0,2045691.0,73.0,2063699.0,38.0,2045691.0,73.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-24,80_84,1443052.0,1367419.0,68.0,1380834.0,22.0,1367419.0,68.0,95.7,94.8,94.8
E92000001,England,nation,2021-10-24,85_89,892698.0,844592.0,30.0,854497.0,11.0,844592.0,30.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-24,90+,508084.0,471620.0,23.0,478681.0,6.0,471620.0,23.0,94.2,92.8,92.8
E92000001,England,nation,2021-10-23,12_15,2875868.0,4753.0,672.0,519630.0,8498.0,4753.0,672.0,18.1,0.2,0.2
E92000001,England,nation,2021-10-23,16_17,1366614.0,133820.0,3761.0,753626.0,2985.0,133820.0,3761.0,55.1,9.8,9.8
E92000001,England,nation,2021-10-23,18_24,5300080.0,2968824.0,7356.0,3538150.0,3105.0,2968824.0,7356.0,66.8,56.0,56.0
E92000001,England,nation,2021-10-23,25_29,4488384.0,2547238.0,4498.0,2900521.0,2128.0,2547238.0,4498.0,64.6,56.8,56.8
E92000001,England,nation,2021-10-23,30_34,4804432.0,2898139.0,3545.0,3216595.0,1900.0,2898139.0,3545.0,67.0,60.3,60.3
E92000001,England,nation,2021-10-23,35_39,4569685.0,3000870.0,2518.0,3245860.0,1352.0,3000870.0,2518.0,71.0,65.7,65.7
E92000001,England,nation,2021-10-23,40_44,4198356.0,3026083.0,1612.0,3206118.0,866.0,3026083.0,1612.0,76.4,72.1,72.1
E92000001,England,nation,2021-10-23,45_49,3987153.0,3123117.0,1176.0,3259002.0,541.0,3123117.0,1176.0,81.7,78.3,78.3
E92000001,England,nation,2021-10-23,50_54,4241557.0,3551208.0,808.0,3662286.0,388.0,3551208.0,808.0,86.3,83.7,83.7
E92000001,England,nation,2021-10-23,55_59,4117010.0,3555164.0,575.0,3655178.0,311.0,3555164.0,575.0,88.8,86.4,86.4
E92000001,England,nation,2021-10-23,60_64,3506011.0,3099298.0,342.0,3175197.0,200.0,3099298.0,342.0,90.6,88.4,88.4
