"date","demographic_category","administered_dose1","administered_dose1_pct_known","administered_dose1_pct_us","series_complete_yes","administered_dose1_pct","series_complete_pop_pct","series_complete_pop_pct_known","series_complete_pop_pct_us"
"2021-10-12T00:00:00.000","Ages_65-74_yrs","28994340","14.5","0","25602361","97.8","86.3","14.8","0"
"2021-10-12T00:00:00.000","Sex_unknown","1974583","1","0","1416769","0","0","0.8","0"
"2021-10-12T00:00:00.000","Sex_Female","103931528","52.5","0","90114865","67.5","58.6","52.6","0"
"2021-10-12T00:00:00.000","Ages_<12yrs","204566","0.1","0","125696","0.5","0.3","0.1","0"
"2021-10-12T00:00:00.000","US","199918670","0","0","172605838","0","0","0","0"
"2021-10-12T00:00:00.000","Ages_75+_yrs","19759847","9.9","0","17395008","92.2","81.1","10.1","0"
"2021-10-12T00:00:00.000","Race_eth_NHAIAN","1368597","1","0","1175933","58.5","50.2","1","0"
"2021-10-12T00:00:00.000","Race_eth_known","133583078","0","66.8","122366839","0","0","0","70.9"
"2021-10-12T00:00:00.000","Sex_known","197944087","0","99","171189069","0","0","0","99.2"
"2021-10-12T00:00:00.000","Race_eth_NHAsian","7970263","6","0","7690308","45.4","43.8","6.3","0"
"2021-10-12T00:00:00.000","Race_eth_NHWhite","80565960","60.3","0","74883718","43.4","40.4","61.2","0"
"2021-10-12T00:00:00.000","Race_eth_NHMult_Oth","6193388","4.6","0","5411930","89.8","78.4","4.4","0"
"2021-10-12T00:00:00.000","Ages_<18yrs","13379187","6.7","0","11026590","20.2","16.6","6.4","0"
"2021-10-12T00:00:00.000","Sex_Male","94012559","47.5","0","81074204","63.1","54.4","47.4","0"
"2021-10-12T00:00:00.000","Ages_40-49_yrs","28342400","14.2","0","24582714","76.5","66.3","14.2","0"
"2021-10-12T00:00:00.000","Age_known","199895894","0","99","172600537","0","0","0","99"
"2021-10-12T00:00:00.000","Ages_18-29_yrs","31423003","15.7","0","25986465","63.7","52.7","15.1","0"
"2021-10-12T00:00:00.000","Ages_25-39_yrs","42258937","21.1","0","35703814","68.1","57.5","20.7","0"
"2021-10-12T00:00:00.000","Race_eth_Hispanic","22970079","17.2","0","20416140","44","39.1","16.7","0"
"2021-10-12T00:00:00.000","Ages_18-24_yrs","18000546","9","0","14808304","64.8","53.3","8.6","0"
"2021-10-12T00:00:00.000","Ages_50-64_yrs","49160637","24.6","0","43481746","83.7","74.1","25.2","0"
"2021-10-12T00:00:00.000","Ages_12-15_yrs","8429349","4.2","0","6895522","55.4","45.3","4","0"
"2021-10-11T00:00:00.000","Ages_<12yrs","204540","0.1","0","125690","0.5","0.3","0.1","0"
"2021-10-11T00:00:00.000","Age_known","199765833","0","99","172474383","0","0","0","99"
"2021-10-11T00:00:00.000","Ages_18-29_yrs","31398471","15.7","0","25958541","63.6","52.6","15.1","0"
"2021-10-11T00:00:00.000","Race_eth_unknown","66302648","49.7","0","50214772","0","0","41.1","0"
"2021-10-11T00:00:00.000","Ages_30-39_yrs","28815150","14.4","0","24502061","71.2","60.5","14.2","0"
"2021-10-11T00:00:00.000","Ages_40-49_yrs","28325157","14.2","0","24562691","76.4","66.3","14.2","0"
"2021-10-11T00:00:00.000","Sex_Female","103864506","52.5","0","90050168","67.5","58.5","52.6","0"
"2021-10-11T00:00:00.000","Ages_16-17_yrs","4742063","2.4","0","4000784","62.7","52.9","2.3","0"
"2021-10-11T00:00:00.000","Ages_12-15_yrs","8420885","4.2","0","6883269","55.3","45.2","4","0"
"2021-10-11T00:00:00.000","Race_eth_NHAsian","7966655","6","0","7686905","45.4","43.8","6.3","0"
"2021-10-11T00:00:00.000","Sex_known","197814633","0","99","171063311","0","0","0","99.2"
"2021-10-11T00:00:00.000","Ages_18-24_yrs","17987234","9","0","14792941","64.8","53.3","8.6","0"
"2021-10-11T00:00:00.000","Ages_25-39_yrs","42226387","21.1","0","35667661","68.1","57.5","20.7","0"
"2021-10-11T00:00:00.000","Ages_65-74_yrs","28975681","14.5","0","25593991","97.7","86.3","14.8","0"
"2021-10-11T00:00:00.000","Ages_<18yrs","13367488","6.7","0","11009743","20.2","16.6","6.4","0"
"2021-10-11T00:00:00.000","Race_eth_Hispanic","22952068","17.2","0","20395423","44","39.1","16.7","0"
"2021-10-11T00:00:00.000","Race_eth_known","133485955","0","66.8","122264910","0","0","0","70.9"
"2021-10-11T00:00:00.000","US","199788603","0","0","172479682","0","0","0","0"
"2021-10-11T00:00:00.000","Race_eth_NHMult_Oth","6189126","4.6","0","5406389","89.7","78.4","4.4","0"
"2021-10-11T00:00:00.000","Age_unknown","22770","0","0","5299","0","0","0","0"
"2021-10-11T00:00:00.000","Sex_Male","93950127","47.5","0","81013143","63","54.3","47.4","0"
"2021-10-11T00:00:00.000","Race_eth_NHNHOPI","425657","0.3","0","377182","47.7","42.3","0.3","0"
"2021-10-11T00:00:00.000","Race_eth_NHBlack","14075060","10.5","0","12396308","37.4","32.9","10.1","0"
"2021-10-11T00:00:00.000","Race_eth_NHWhite","80509695","60.3","0","74827596","43.4","40.4","61.2","0"
"2021-10-11T00:00:00.000","Ages_75+_yrs","19747314","9.9","0","17390482","92.1","81.1","10.1","0"
"2021-10-11T00:00:00.000","Race_eth_NHAIAN","1367694","1","0","1175107","58.4","50.2","1","0"
"2021-10-11T00:00:00.000","Ages_50-64_yrs","49136572","24.6","0","43456874","83.7","74","25.2","0"
"2021-10-11T00:00:00.000","Sex_unknown","1973970","1","0","1416371","0","0","0.8","0"
"2021-10-10T00:00:00.000","Race_eth_NHWhite","80445279","60.3","0","74770208","43.4","40.3","61.2","0"
"2021-10-10T00:00:00.000","Race_eth_NHNHOPI","425353","0.3","0","376889","47.7","42.3","0.3","0"
"2021-10-10T00:00:00.000","Ages_16-17_yrs","4738453","2.4","0","3995727","62.7","52.9","2.3","0"
"2021-10-10T00:00:00.000","Race_eth_NHAIAN","1366587","1","0","1174052","58.4","50.1","1","0"
"2021-10-10T00:00:00.000","Race_eth_unknown","66267412","49.7","0","50187846","0","0","41.1","0"
"2021-10-10T00:00:00.000","Ages_40-49_yrs","28305745","14.2","0","24541546","76.4","66.2","14.2","0"
"2021-10-10T00:00:00.000","Ages_65-74_yrs","28953478","14.5","0","25584495","97.6","86.3","14.8","0"
"2021-10-10T00:00:00.000","Ages_50-64_yrs","49108821","24.6","0","43430585","83.7","74","25.2","0"
"2021-10-10T00:00:00.000","Ages_<18yrs","13353176","6.7","0","10990074","20.1","16.6","6.4","0"
"2021-10-10T00:00:00.000","Ages_18-24_yrs","17973097","9","0","14776704","64.7","53.2","8.6","0"
"2021-10-10T00:00:00.000","Race_eth_NHBlack","14061238","10.5","0","12380928","37.3","32.9","10.1","0"
"2021-10-10T00:00:00.000","Age_unknown","22765","0","0","5296","0","0","0","0"
"2021-10-10T00:00:00.000","Ages_18-29_yrs","31371778","15.7","0","25928958","63.6","52.5","15","0"
"2021-10-10T00:00:00.000","Sex_known","197667544","0","99","170926136","0","0","0","99.2"
"2021-10-10T00:00:00.000","US","199640483","0","0","172342003","0","0","0","0"
"2021-10-10T00:00:00.000","Race_eth_NHAsian","7962228","6","0","7682847","45.4","43.8","6.3","0"
"2021-10-10T00:00:00.000","Ages_25-39_yrs","42189942","21.1","0","35628216","68","57.4","20.7","0"
"2021-10-10T00:00:00.000","Sex_Male","93880785","47.5","0","80948408","63","54.3","47.4","0"
"2021-10-10T00:00:00.000","Race_eth_Hispanic","22928735","17.2","0","20369018","43.9","39","16.7","0"
"2021-10-10T00:00:00.000","Ages_12-15_yrs","8410220","4.2","0","6868666","55.2","45.1","4","0"
"2021-10-10T00:00:00.000","Ages_<12yrs","204503","0.1","0","125681","0.5","0.3","0.1","0"
"2021-10-10T00:00:00.000","Age_known","199617718","0","99","172336707","0","0","0","99"
"2021-10-10T00:00:00.000","Race_eth_NHMult_Oth","6183651","4.6","0","5400215","89.6","78.3","4.4","0"
"2021-10-10T00:00:00.000","Sex_unknown","1972939","1","0","1415867","0","0","0.8","0"
"2021-10-10T00:00:00.000","Race_eth_known","133373071","0","66.8","122154157","0","0","0","70.9"
"2021-10-10T00:00:00.000","Ages_75+_yrs","19733459","9.9","0","17385087","92","81.1","10.1","0"
"2021-10-10T00:00:00.000","Sex_Female","103786759","52.5","0","89977728","67.4","58.5","52.6","0"
"2021-10-10T00:00:00.000","Ages_30-39_yrs","28791261","14.4","0","24475962","71.1","60.5","14.2","0"
"2021-10-09T00:00:00.000","Race_eth_Hispanic","22889889","17.2","0","20330258","43.8","38.9","16.7","0"
"2021-10-09T00:00:00.000","Race_eth_NHMult_Oth","6176005","4.6","0","5391655","89.5","78.1","4.4","0"
"2021-10-09T00:00:00.000","Ages_65-74_yrs","28928707","14.5","0","25570165","97.5","86.2","14.9","0"
"2021-10-09T00:00:00.000","Ages_<12yrs","204413","0.1","0","125659","0.5","0.3","0.1","0"
"2021-10-09T00:00:00.000","Ages_12-15_yrs","8395211","4.2","0","6850157","55.2","45","4","0"
"2021-10-09T00:00:00.000","Ages_25-39_yrs","42137507","21.1","0","35575205","67.9","57.3","20.7","0"
"2021-10-09T00:00:00.000","Race_eth_NHNHOPI","424499","0.3","0","376050","47.6","42.2","0.3","0"
"2021-10-09T00:00:00.000","Ages_30-39_yrs","28756798","14.4","0","24440947","71","60.4","14.2","0"
"2021-10-09T00:00:00.000","Age_known","199418249","0","99","172149866","0","0","0","99"
"2021-10-09T00:00:00.000","Race_eth_NHAIAN","1364405","1","0","1172114","58.3","50.1","1","0"
"2021-10-09T00:00:00.000","Sex_known","197471442","0","99","170740083","0","0","0","99.2"
"2021-10-09T00:00:00.000","Race_eth_known","133225354","0","66.8","122006456","0","0","0","70.9"
"2021-10-09T00:00:00.000","US","199440993","0","0","172155159","0","0","0","0"
"2021-10-09T00:00:00.000","Ages_50-64_yrs","49072895","24.6","0","43396406","83.6","73.9","25.2","0"
"2021-10-09T00:00:00.000","Ages_<18yrs","13331583","6.7","0","10963997","20.1","16.5","6.4","0"
"2021-10-09T00:00:00.000","Race_eth_NHAsian","7954031","6","0","7676132","45.3","43.8","6.3","0"
"2021-10-09T00:00:00.000","Race_eth_NHWhite","80373040","60.3","0","74698235","43.3","40.3","61.2","0"
"2021-10-09T00:00:00.000","Ages_16-17_yrs","4731959","2.4","0","3988181","62.6","52.8","2.3","0"
"2021-10-09T00:00:00.000","Ages_18-29_yrs","31332851","15.7","0","25888401","63.5","52.5","15","0"
"2021-10-09T00:00:00.000","Ages_75+_yrs","19716794","9.9","0","17376329","92","81.1","10.1","0"
"2021-10-09T00:00:00.000","Ages_40-49_yrs","28278621","14.2","0","24513621","76.3","66.1","14.2","0"
"2021-10-09T00:00:00.000","Race_eth_NHBlack","14043485","10.5","0","12362012","37.3","32.8","10.1","0"
"2021-10-09T00:00:00.000","Ages_18-24_yrs","17952142","9","0","14754143","64.7","53.1","8.6","0"
"2021-10-09T00:00:00.000","Sex_Male","93786107","47.5","0","80860263","62.9","54.2","47.4","0"
"2021-10-09T00:00:00.000","Race_eth_unknown","66215639","49.7","0","50148703","0","0","41.1","0"
"2021-10-09T00:00:00.000","Age_unknown","22744","0","0","5293","0","0","0","0"
"2021-10-09T00:00:00.000","Sex_Female","103685335","52.5","0","89879820","67.4","58.4","52.6","0"
"2021-10-09T00:00:00.000","Sex_unknown","1969551","1","0","1415076","0","0","0.8","0"
"2021-10-08T00:00:00.000","Race_eth_NHAsian","7945590","6","0","7669344","45.3","43.7","6.3","0"
"2021-10-08T00:00:00.000","Race_eth_known","133000648","0","66.8","121789332","0","0","0","70.9"
"2021-10-08T00:00:00.000","Race_eth_NHNHOPI","423706","0.3","0","375213","47.5","42.1","0.3","0"
"2021-10-08T00:00:00.000","Ages_75+_yrs","19686664","9.9","0","17361740","91.8","81","10.1","0"
"2021-10-08T00:00:00.000","Ages_12-15_yrs","8379151","4.2","0","6828320","55","44.9","4","0"
"2021-10-08T00:00:00.000","Ages_18-24_yrs","17921775","9","0","14720445","64.6","53","8.6","0"
"2021-10-08T00:00:00.000","Ages_50-64_yrs","49018664","24.6","0","43344514","83.5","73.8","25.2","0"
"2021-10-08T00:00:00.000","Ages_25-39_yrs","42063562","21.1","0","35498426","67.8","57.2","20.7","0"
"2021-10-08T00:00:00.000","Ages_40-49_yrs","28240192","14.2","0","24472630","76.2","66","14.2","0"
"2021-10-08T00:00:00.000","US","199146528","0","0","171882762","0","0","0","0"
"2021-10-08T00:00:00.000","Race_eth_Hispanic","22846258","17.2","0","20289077","43.8","38.9","16.7","0"
"2021-10-08T00:00:00.000","Race_eth_unknown","66145880","49.7","0","50093430","0","0","41.1","0"
"2021-10-08T00:00:00.000","Ages_65-74_yrs","28884842","14.5","0","25546525","97.4","86.1","14.9","0"
"2021-10-08T00:00:00.000","Sex_known","197181227","0","99","170469655","0","0","0","99.2"
"2021-10-08T00:00:00.000","Ages_30-39_yrs","28708197","14.4","0","24390314","70.9","60.2","14.2","0"
"2021-10-08T00:00:00.000","Sex_Female","103534353","52.5","0","89737980","67.3","58.3","52.6","0"
"2021-10-08T00:00:00.000","Race_eth_NHBlack","14009629","10.5","0","12326006","37.2","32.7","10.1","0"
"2021-10-08T00:00:00.000","Race_eth_NHWhite","80248972","60.3","0","74581196","43.3","40.2","61.2","0"
"2021-10-08T00:00:00.000","Race_eth_NHMult_Oth","6165162","4.6","0","5379381","89.3","78","4.4","0"
"2021-10-08T00:00:00.000","Ages_<18yrs","13308115","6.7","0","10933219","20.1","16.5","6.4","0"
"2021-10-08T00:00:00.000","Ages_<12yrs","204275","0.1","0","125636","0.5","0.3","0.1","0"
"2021-10-08T00:00:00.000","Sex_unknown","1965301","1","0","1413107","0","0","0.8","0"
"2021-10-08T00:00:00.000","Ages_18-29_yrs","31277140","15.7","0","25828557","63.4","52.3","15","0"
"2021-10-08T00:00:00.000","Race_eth_NHAIAN","1361331","1","0","1169115","58.1","49.9","1","0"
"2021-10-08T00:00:00.000","Ages_16-17_yrs","4724689","2.4","0","3979263","62.5","52.6","2.3","0"
"2021-10-08T00:00:00.000","Age_known","199123814","0","99","171877499","0","0","0","99"
"2021-10-08T00:00:00.000","Age_unknown","22714","0","0","5263","0","0","0","0"
"2021-10-08T00:00:00.000","Sex_Male","93646874","47.5","0","80731675","62.8","54.1","47.4","0"
"2021-10-07T00:00:00.000","Race_eth_NHMult_Oth","6032219","4.6","0","5273868","87.4","76.4","4.4","0"
"2021-10-07T00:00:00.000","Race_eth_NHNHOPI","422065","0.3","0","374191","47.3","42","0.3","0"
"2021-10-07T00:00:00.000","Race_eth_NHAsian","7895230","6","0","7647941","45","43.6","6.3","0"
"2021-10-07T00:00:00.000","Sex_Female","103387412","52.5","0","89592570","67.2","58.2","52.6","0"
"2021-10-07T00:00:00.000","Sex_unknown","1961867","1","0","1411581","0","0","0.8","0"
"2021-10-07T00:00:00.000","Sex_known","196897414","0","99","170194157","0","0","0","99.2"
"2021-10-07T00:00:00.000","US","198859281","0","0","171605738","0","0","0","0"
"2021-10-07T00:00:00.000","Ages_18-29_yrs","31221721","15.7","0","25765224","63.3","52.2","15","0"
"2021-10-07T00:00:00.000","Ages_<12yrs","204172","0.1","0","125604","0.5","0.3","0.1","0"
"2021-10-07T00:00:00.000","Ages_75+_yrs","19655332","9.9","0","17346269","91.7","80.9","10.1","0"
"2021-10-07T00:00:00.000","Race_eth_NHAIAN","1350135","1","0","1162381","57.7","49.6","1","0"
"2021-10-07T00:00:00.000","Ages_16-17_yrs","4717945","2.4","0","3970525","62.4","52.5","2.3","0"
"2021-10-07T00:00:00.000","Ages_12-15_yrs","8363503","4.2","0","6808158","54.9","44.7","4","0"
"2021-10-07T00:00:00.000","Ages_40-49_yrs","28204395","14.2","0","24431335","76.1","65.9","14.2","0"
"2021-10-07T00:00:00.000","Race_eth_unknown","67964118","51.9","0","50934495","0","0","42.2","0"
"2021-10-07T00:00:00.000","Ages_18-24_yrs","17891342","9","0","14685385","64.4","52.9","8.6","0"
"2021-10-07T00:00:00.000","Race_eth_NHBlack","13824195","10.6","0","12232368","36.7","32.5","10.1","0"
"2021-10-07T00:00:00.000","Race_eth_known","130895163","0","65.8","120671243","0","0","0","70.3"
"2021-10-07T00:00:00.000","Race_eth_Hispanic","22721164","17.4","0","20214361","43.5","38.7","16.8","0"
"2021-10-07T00:00:00.000","Ages_<18yrs","13285620","6.7","0","10904287","20","16.4","6.4","0"
"2021-10-07T00:00:00.000","Ages_65-74_yrs","28839155","14.5","0","25522378","97.2","86","14.9","0"
"2021-10-07T00:00:00.000","Age_unknown","22639","0","0","5257","0","0","0","0"
"2021-10-07T00:00:00.000","Ages_50-64_yrs","48969063","24.6","0","43293700","83.4","73.8","25.2","0"
"2021-10-07T00:00:00.000","Sex_Male","93510002","47.5","0","80601587","62.7","54.1","47.4","0"
"2021-10-07T00:00:00.000","Age_known","198836642","0","99","171600481","0","0","0","99"
"2021-10-07T00:00:00.000","Ages_25-39_yrs","41991735","21.1","0","35417127","67.7","57.1","20.6","0"
"2021-10-07T00:00:00.000","Ages_30-39_yrs","28661356","14.4","0","24337288","70.8","60.1","14.2","0"
"2021-10-07T00:00:00.000","Race_eth_NHWhite","78650155","60.1","0","73766133","42.4","39.8","61.1","0"
"2021-10-06T00:00:00.000","Ages_<18yrs","13268430","6.7","0","10882632","20","16.4","6.3","0"
"2021-10-06T00:00:00.000","Race_eth_NHAIAN","1347782","1","0","1160240","57.6","49.6","1","0"
"2021-10-06T00:00:00.000","Race_eth_Hispanic","22685209","17.4","0","20175740","43.4","38.6","16.7","0"
"2021-10-06T00:00:00.000","Race_eth_NHAsian","7888205","6","0","7641840","45","43.6","6.3","0"
"2021-10-06T00:00:00.000","Sex_known","196677821","0","99","170000051","0","0","0","99.2"
"2021-10-06T00:00:00.000","Race_eth_NHNHOPI","421195","0.3","0","373208","47.2","41.8","0.3","0"
"2021-10-06T00:00:00.000","Sex_Female","103272051","52.5","0","89490623","67.1","58.2","52.6","0"
"2021-10-06T00:00:00.000","Ages_30-39_yrs","28623844","14.4","0","24300484","70.7","60","14.2","0"
"2021-10-06T00:00:00.000","Ages_16-17_yrs","4712727","2.4","0","3963968","62.3","52.4","2.3","0"
"2021-10-06T00:00:00.000","Ages_<12yrs","204120","0.1","0","125575","0.5","0.3","0.1","0"
"2021-10-06T00:00:00.000","Ages_65-74_yrs","28804755","14.5","0","25504772","97.1","86","14.9","0"
"2021-10-06T00:00:00.000","Race_eth_NHBlack","13801214","10.6","0","12210904","36.7","32.4","10.1","0"
"2021-10-06T00:00:00.000","Ages_12-15_yrs","8351583","4.2","0","6793089","54.9","44.6","4","0"
"2021-10-06T00:00:00.000","Ages_25-39_yrs","41934253","21.1","0","35361723","67.6","57","20.6","0"
"2021-10-06T00:00:00.000","Race_eth_known","130721971","0","65.8","120513821","0","0","0","70.3"
"2021-10-06T00:00:00.000","US","198636141","0","0","171410351","0","0","0","0"
"2021-10-06T00:00:00.000","Sex_Male","93405770","47.5","0","80509428","62.6","54","47.4","0"
"2021-10-06T00:00:00.000","Ages_50-64_yrs","48929161","24.6","0","43256333","83.4","73.7","25.2","0"
"2021-10-06T00:00:00.000","Ages_18-24_yrs","17869114","9","0","14662198","64.4","52.8","8.6","0"
"2021-10-06T00:00:00.000","Race_eth_NHWhite","78554297","60.1","0","73686362","42.4","39.7","61.1","0"
"2021-10-06T00:00:00.000","Ages_18-29_yrs","31179523","15.7","0","25723437","63.2","52.1","15","0"
"2021-10-06T00:00:00.000","Age_unknown","22615","0","0","5244","0","0","0","0"
"2021-10-06T00:00:00.000","Race_eth_NHMult_Oth","6024069","4.6","0","5265527","87.3","76.3","4.4","0"
"2021-10-06T00:00:00.000","Age_known","198613526","0","99","171405107","0","0","0","99"
"2021-10-06T00:00:00.000","Sex_unknown","1958320","1","0","1410300","0","0","0.8","0"
"2021-10-06T00:00:00.000","Ages_40-49_yrs","28175558","14.2","0","24402185","76","65.8","14.2","0"
"2021-10-06T00:00:00.000","Ages_75+_yrs","19632255","9.9","0","17335264","91.6","80.9","10.1","0"
"2021-10-06T00:00:00.000","Race_eth_unknown","67914170","52","0","50896530","0","0","42.2","0"
"2021-10-05T00:00:00.000","Race_eth_NHBlack","13767736","10.5","0","12169558","36.6","32.3","10.1","0"
"2021-10-05T00:00:00.000","Sex_Male","93282573","47.5","0","80364116","62.6","53.9","47.4","0"
"2021-10-05T00:00:00.000","Ages_65-74_yrs","28763713","14.5","0","25478360","97","85.9","14.9","0"
"2021-10-05T00:00:00.000","Ages_25-39_yrs","41870134","21.1","0","35276572","67.5","56.9","20.6","0"
"2021-10-05T00:00:00.000","Ages_18-29_yrs","31132225","15.7","0","25661633","63.1","52","15","0"
"2021-10-05T00:00:00.000","Race_eth_NHNHOPI","420468","0.3","0","372219","47.1","41.7","0.3","0"
"2021-10-05T00:00:00.000","Race_eth_unknown","67853206","52","0","50839761","0","0","42.3","0"
"2021-10-05T00:00:00.000","Ages_75+_yrs","19604459","9.9","0","17320579","91.4","80.8","10.1","0"
"2021-10-05T00:00:00.000","US","198373531","0","0","171101898","0","0","0","0"
"2021-10-05T00:00:00.000","Race_eth_NHAIAN","1345366","1","0","1157747","57.5","49.5","1","0"
"2021-10-05T00:00:00.000","Ages_30-39_yrs","28581199","14.4","0","24242968","70.6","59.9","14.2","0"
"2021-10-05T00:00:00.000","Ages_50-64_yrs","48881827","24.6","0","43189968","83.3","73.6","25.2","0"
"2021-10-05T00:00:00.000","Sex_Female","103136238","52.5","0","89328931","67","58","52.6","0"
"2021-10-05T00:00:00.000","Race_eth_NHWhite","78442791","60.1","0","73543030","42.3","39.7","61.2","0"
"2021-10-05T00:00:00.000","Sex_known","196418811","0","99","169693047","0","0","0","99.2"
"2021-10-05T00:00:00.000","Race_eth_NHAsian","7880318","6","0","7633014","44.9","43.5","6.3","0"
"2021-10-05T00:00:00.000","Ages_<18yrs","13246390","6.7","0","10850909","20","16.4","6.3","0"
"2021-10-05T00:00:00.000","Race_eth_NHMult_Oth","6015047","4.6","0","5252659","87.2","76.1","4.4","0"
"2021-10-05T00:00:00.000","Ages_18-24_yrs","17843290","9","0","14628029","64.3","52.7","8.5","0"
"2021-10-05T00:00:00.000","Ages_<12yrs","204068","0.1","0","125535","0.5","0.3","0.1","0"
"2021-10-05T00:00:00.000","Race_eth_known","130520325","0","65.8","120262137","0","0","0","70.3"
"2021-10-05T00:00:00.000","Race_eth_Hispanic","22648599","17.4","0","20133910","43.4","38.6","16.7","0"
"2021-10-05T00:00:00.000","Ages_40-49_yrs","28141122","14.2","0","24352239","75.9","65.7","14.2","0"
"2021-10-05T00:00:00.000","Ages_12-15_yrs","8336037","4.2","0","6771132","54.8","44.5","4","0"
"2021-10-05T00:00:00.000","Age_known","198350935","0","99","171096656","0","0","0","99"
"2021-10-05T00:00:00.000","Ages_16-17_yrs","4706285","2.4","0","3954242","62.3","52.3","2.3","0"
"2021-10-05T00:00:00.000","Sex_unknown","1954720","1","0","1408851","0","0","0.8","0"
"2021-10-05T00:00:00.000","Age_unknown","22596","0","0","5242","0","0","0","0"
"2021-10-04T00:00:00.000","Sex_Male","93176892","47.5","0","80244984","62.5","53.8","47.4","0"
"2021-10-04T00:00:00.000","Sex_Female","103025039","52.5","0","89200804","66.9","58","52.6","0"
"2021-10-04T00:00:00.000","Ages_16-17_yrs","4700419","2.4","0","3945147","62.2","52.2","2.3","0"
"2021-10-04T00:00:00.000","Age_known","198133190","0","99","170848468","0","0","0","99"
"2021-10-04T00:00:00.000","Race_eth_NHWhite","78352593","60.1","0","73440598","42.3","39.6","61.2","0"
"2021-10-04T00:00:00.000","Sex_known","196201931","0","99","169445788","0","0","0","99.2"
"2021-10-04T00:00:00.000","Race_eth_Hispanic","22606861","17.3","0","20081867","43.3","38.5","16.7","0"
"2021-10-04T00:00:00.000","Race_eth_NHBlack","13747643","10.5","0","12145604","36.5","32.3","10.1","0"
"2021-10-04T00:00:00.000","Ages_18-29_yrs","31086447","15.7","0","25605167","63","51.9","15","0"
"2021-10-04T00:00:00.000","Ages_25-39_yrs","41812156","21.1","0","35203094","67.4","56.7","20.6","0"
"2021-10-04T00:00:00.000","Race_eth_NHAIAN","1344154","1","0","1156392","57.4","49.4","1","0"
"2021-10-04T00:00:00.000","Race_eth_known","130349364","0","65.8","120060672","0","0","0","70.3"
"2021-10-04T00:00:00.000","Race_eth_unknown","67806416","52","0","50793033","0","0","42.3","0"
"2021-10-04T00:00:00.000","Ages_18-24_yrs","17818314","9","0","14596541","64.2","52.6","8.5","0"
"2021-10-04T00:00:00.000","Ages_<12yrs","204036","0.1","0","125518","0.5","0.3","0.1","0"
"2021-10-04T00:00:00.000","Ages_<18yrs","13225946","6.7","0","10819043","19.9","16.3","6.3","0"
"2021-10-04T00:00:00.000","Age_unknown","22590","0","0","5237","0","0","0","0"
"2021-10-04T00:00:00.000","Ages_50-64_yrs","48845042","24.6","0","43143592","83.2","73.5","25.3","0"
"2021-10-04T00:00:00.000","Ages_30-39_yrs","28544023","14.4","0","24194468","70.5","59.8","14.2","0"
"2021-10-04T00:00:00.000","Sex_unknown","1953849","1","0","1407917","0","0","0.8","0"
"2021-10-04T00:00:00.000","Race_eth_NHNHOPI","419587","0.3","0","371128","47","41.6","0.3","0"
"2021-10-04T00:00:00.000","US","198155780","0","0","170853705","0","0","0","0"
"2021-10-04T00:00:00.000","Ages_65-74_yrs","28733789","14.5","0","25461907","96.9","85.8","14.9","0"
"2021-10-04T00:00:00.000","Ages_40-49_yrs","28112292","14.2","0","24312526","75.9","65.6","14.2","0"
"2021-10-04T00:00:00.000","Race_eth_NHMult_Oth","6006538","4.6","0","5240890","87","76","4.4","0"
"2021-10-04T00:00:00.000","Ages_75+_yrs","19585651","9.9","0","17311765","91.4","80.7","10.1","0"
"2021-10-04T00:00:00.000","Race_eth_NHAsian","7871988","6","0","7624193","44.9","43.5","6.4","0"
"2021-10-04T00:00:00.000","Ages_12-15_yrs","8321491","4.2","0","6748378","54.7","44.3","3.9","0"
"2021-10-03T00:00:00.000","Ages_40-49_yrs","28079662","14.2","0","24269765","75.8","65.5","14.2","0"
"2021-10-03T00:00:00.000","Ages_12-15_yrs","8304917","4.2","0","6721827","54.6","44.2","3.9","0"
"2021-10-03T00:00:00.000","Ages_<12yrs","204019","0.1","0","125507","0.5","0.3","0.1","0"
"2021-10-03T00:00:00.000","Ages_25-39_yrs","41745035","21.1","0","35120448","67.3","56.6","20.6","0"
"2021-10-03T00:00:00.000","Sex_unknown","1953075","1","0","1407486","0","0","0.8","0"
"2021-10-03T00:00:00.000","Ages_65-74_yrs","28695286","14.5","0","25442283","96.7","85.8","14.9","0"
"2021-10-03T00:00:00.000","Ages_18-24_yrs","17791033","9","0","14561608","64.1","52.5","8.5","0"
"2021-10-03T00:00:00.000","Race_eth_unknown","67741360","52","0","50738020","0","0","42.3","0"
"2021-10-03T00:00:00.000","Sex_Female","102891171","52.5","0","89052871","66.9","57.9","52.6","0"
"2021-10-03T00:00:00.000","Age_known","197876303","0","99","170570439","0","0","0","99"
"2021-10-03T00:00:00.000","Sex_Male","93054642","47.5","0","80115318","62.4","53.7","47.4","0"
"2021-10-03T00:00:00.000","Ages_30-39_yrs","28500343","14.4","0","24140139","70.4","59.6","14.2","0"
"2021-10-03T00:00:00.000","Sex_known","195945813","0","99","169168189","0","0","0","99.2"
"2021-10-03T00:00:00.000","Race_eth_NHBlack","13721005","10.5","0","12112612","36.4","32.2","10.1","0"
"2021-10-03T00:00:00.000","Age_unknown","22585","0","0","5236","0","0","0","0"
"2021-10-03T00:00:00.000","Ages_18-29_yrs","31035725","15.7","0","25541917","62.9","51.8","15","0"
"2021-10-03T00:00:00.000","Race_eth_Hispanic","22563526","17.3","0","20024603","43.2","38.3","16.7","0"
