,fips,county,state,vaccinated
776,48165,Gaines County,TX,19.6
777,72041,Cidra Municipio,PR,68.4
778,08005,Arapahoe County,CO,59.3
779,05121,Randolph County,AR,35.5
780,48175,Goliad County,TX,38.3
781,18135,Randolph County,IN,40.9
782,20151,Pratt County,KS,43.8
783,46135,Yankton County,SD,57.2
784,55001,Adams County,WI,51.2
785,72153,Yauco Municipio,PR,74.0
786,27171,Wright County,MN,47.0
787,47113,Madison County,TN,48.8
788,09001,Fairfield County,CT,72.2
789,05097,Montgomery County,AR,33.6
790,51163,Rockbridge County,VA,44.3
791,54093,Tucker County,WV,30.7
792,17041,Douglas County,IL,40.1
793,29069,Dunklin County,MO,33.0
794,30011,Carter County,MT,27.9
795,48097,Cooke County,TX,34.1
796,13099,Early County,GA,20.5
797,45015,Berkeley County,SC,42.0
798,24047,Worcester County,MD,65.2
799,39081,Jefferson County,OH,44.9
800,48369,Parmer County,TX,36.0
801,31145,Red Willow County,NE,33.3
802,29187,St. Francois County,MO,38.9
803,05009,Boone County,AR,33.2
804,30097,Sweet Grass County,MT,37.0
805,15003,Honolulu County,HI,0.1
806,12037,Franklin County,FL,44.5
807,48407,San Jacinto County,TX,30.7
808,29067,Douglas County,MO,21.9
809,46047,Fall River County,SD,54.5
810,51013,Arlington County,VA,68.1
811,20059,Franklin County,KS,45.5
812,51015,Augusta County,VA,45.9
813,20083,Hodgeman County,KS,41.6
814,17013,Calhoun County,IL,46.9
815,56011,Crook County,WY,25.5
816,12099,Palm Beach County,FL,59.9
817,45017,Calhoun County,SC,34.9
818,50005,Caledonia County,VT,32.3
820,55053,Jackson County,WI,45.0
821,31125,Nance County,NE,26.9
822,01057,Fayette County,AL,31.0
823,46049,Faulk County,SD,48.7
824,30085,Roosevelt County,MT,55.5
825,22013,Bienville Parish,LA,42.5
826,27085,McLeod County,MN,49.4
827,18073,Jasper County,IN,42.4
828,45027,Clarendon County,SC,41.8
829,55035,Eau Claire County,WI,55.8
830,48383,Reagan County,TX,36.3
831,46051,Grant County,SD,42.9
832,78030,St. Thomas Island,VI,0.0
833,40069,Johnston County,OK,37.0
834,05075,Lawrence County,AR,41.0
835,36051,Livingston County,NY,53.9
836,12091,Okaloosa County,FL,52.2
837,13061,Clay County,GA,35.1
838,28113,Pike County,MS,44.3
839,16001,Ada County,ID,52.0
840,17045,Edgar County,IL,38.5
841,29017,Bollinger County,MO,29.9
842,47071,Hardin County,TN,36.5
843,31113,Logan County,NE,19.1
844,18103,Miami County,IN,37.8
845,51760,Richmond city,VA,40.7
846,01015,Calhoun County,AL,41.1
847,47041,DeKalb County,TN,36.3
848,29029,Camden County,MO,41.1
849,19019,Buchanan County,IA,49.1
850,26037,Clinton County,MI,52.3
851,51059,Fairfax County,VA,69.1
852,08085,Montrose County,CO,42.2
853,38089,Stark County,ND,31.9
854,12127,Volusia County,FL,54.1
855,13005,Bacon County,GA,13.1
856,16053,Jerome County,ID,35.4
857,46103,Pennington County,SD,49.9
858,37029,Camden County,NC,49.9
859,51011,Appomattox County,VA,32.0
860,21159,Martin County,KY,49.3
861,37119,Mecklenburg County,NC,54.7
862,18153,Sullivan County,IN,45.5
863,50027,Windsor County,VT,45.0
864,21071,Floyd County,KY,51.9
865,33011,Hillsborough County,NH,56.7
866,54003,Berkeley County,WV,30.8
867,26041,Delta County,MI,57.4
868,20193,Thomas County,KS,37.7
870,08069,Larimer County,CO,60.9
871,46017,Buffalo County,SD,49.6
872,55137,Waushara County,WI,40.4
873,30009,Carbon County,MT,43.7
874,20033,Comanche County,KS,42.6
875,01075,Lamar County,AL,39.0
876,37113,Macon County,NC,53.6
877,22091,St. Helena Parish,LA,27.5
878,26137,Otsego County,MI,51.2
879,47189,Wilson County,TN,46.7
880,72005,Aguadilla Municipio,PR,71.9
881,51700,Newport News city,VA,47.9
882,53071,Walla Walla County,WA,57.1
883,37027,Caldwell County,NC,42.3
884,13161,Jeff Davis County,GA,11.6
885,28151,Washington County,MS,43.9
886,31023,Butler County,NE,46.1
887,37135,Orange County,NC,66.9
888,47095,Lake County,TN,31.0
889,05103,Ouachita County,AR,48.5
890,39029,Columbiana County,OH,44.0
891,48311,McMullen County,TX,42.0
892,39155,Trumbull County,OH,49.4
893,40043,Dewey County,OK,23.5
894,37167,Stanly County,NC,36.8
895,18175,Washington County,IN,37.1
896,31053,Dodge County,NE,47.2
897,18007,Benton County,IN,38.5
899,28047,Harrison County,MS,47.5
900,22007,Assumption Parish,LA,38.5
901,45077,Pickens County,SC,42.1
902,51810,Virginia Beach city,VA,52.1
903,39129,Pickaway County,OH,45.1
904,26115,Monroe County,MI,51.2
905,48495,Winkler County,TX,34.4
906,41065,Wasco County,OR,59.4
907,13115,Floyd County,GA,17.9
908,35061,Valencia County,NM,52.6
909,27173,Yellow Medicine County,MN,50.3
910,26129,Ogemaw County,MI,41.7
911,20063,Gove County,KS,44.3
912,20001,Allen County,KS,40.2
913,31117,McPherson County,NE,12.6
914,26059,Hillsdale County,MI,34.9
915,17157,Randolph County,IL,39.8
916,18107,Montgomery County,IN,41.9
917,19107,Keokuk County,IA,42.7
918,02275,Wrangell City and Borough,AK,53.4
919,06025,Imperial County,CA,69.4
920,31029,Chase County,NE,29.4
922,18009,Blackford County,IN,41.6
923,19117,Lucas County,IA,41.7
924,39083,Knox County,OH,38.8
925,55129,Washburn County,WI,58.2
926,51183,Sussex County,VA,33.6
927,21087,Green County,KY,39.5
928,13205,Mitchell County,GA,21.5
929,51171,Shenandoah County,VA,44.9
930,48427,Starr County,TX,64.3
931,23025,Somerset County,ME,55.1
932,29083,Henry County,MO,41.0
933,28133,Sunflower County,MS,47.5
934,13145,Harris County,GA,20.6
935,12087,Monroe County,FL,69.9
936,29071,Franklin County,MO,49.7
937,01005,Barbour County,AL,38.3
938,47067,Hancock County,TN,29.5
939,51057,Essex County,VA,44.5
940,26043,Dickinson County,MI,61.9
941,48345,Motley County,TX,24.4
942,29111,Lewis County,MO,30.9
943,53029,Island County,WA,59.1
944,19177,Van Buren County,IA,38.6
945,37059,Davie County,NC,50.4
946,72007,Aguas Buenas Municipio,PR,65.9
947,51155,Pulaski County,VA,40.7
948,17139,Moultrie County,IL,36.4
949,47143,Rhea County,TN,38.3
950,19049,Dallas County,IA,58.2
951,13011,Banks County,GA,14.2
952,37013,Beaufort County,NC,48.9
953,51678,Lexington city,VA,38.9
954,55089,Ozaukee County,WI,64.5
955,26079,Kalkaska County,MI,43.4
956,41017,Deschutes County,OR,62.0
957,40063,Hughes County,OK,40.7
958,47131,Obion County,TN,35.6
959,72103,Naguabo Municipio,PR,56.9
960,51790,Staunton city,VA,46.2
961,54011,Cabell County,WV,22.0
962,40141,Tillman County,OK,43.9
963,37169,Stokes County,NC,41.5
964,08097,Pitkin County,CO,72.6
965,51650,Hampton city,VA,54.6
966,47097,Lauderdale County,TN,33.5
967,29221,Washington County,MO,28.1
968,01095,Marshall County,AL,40.1
969,37077,Granville County,NC,54.5
970,13273,Terrell County,GA,26.4
971,37109,Lincoln County,NC,43.3
972,18165,Vermillion County,IN,42.8
973,35059,Union County,NM,41.5
974,17071,Henderson County,IL,41.5
975,19039,Clarke County,IA,49.2
976,27147,Steele County,MN,53.9
977,20067,Grant County,KS,41.7
978,27011,Big Stone County,MN,57.9
979,56029,Park County,WY,41.0
980,72073,Jayuya Municipio,PR,72.1
981,21141,Logan County,KY,47.6
982,21083,Graves County,KY,40.5
983,05107,Phillips County,AR,44.0
984,35037,Quay County,NM,43.5
985,31091,Hooker County,NE,39.0
986,19095,Iowa County,IA,57.4
987,18003,Allen County,IN,47.8
988,19121,Madison County,IA,48.9
989,29039,Cedar County,MO,29.2
990,72109,Patillas Municipio,PR,69.3
991,13077,Coweta County,GA,28.0
992,47101,Lewis County,TN,32.3
993,17005,Bond County,IL,45.1
994,29207,Stoddard County,MO,36.0
995,42097,Northumberland County,PA,55.1
996,48437,Swisher County,TX,35.7
997,48397,Rockwall County,TX,51.4
998,02020,Anchorage Municipality,AK,56.0
999,13251,Screven County,GA,35.8
1000,13225,Peach County,GA,14.6
1001,19075,Grundy County,IA,56.3
1002,29045,Clark County,MO,27.4
1003,20039,Decatur County,KS,36.5
1004,51095,James City County,VA,51.1
1005,31155,Saunders County,NE,46.7
1006,51105,Lee County,VA,45.5
1007,05001,Arkansas County,AR,50.2
1008,13009,Baldwin County,GA,14.6
1009,19097,Jackson County,IA,48.7
1010,13271,Telfair County,GA,18.1
1011,28161,Yalobusha County,MS,59.5
1012,41063,Wallowa County,OR,53.8
1013,37003,Alexander County,NC,40.1
1014,17153,Pulaski County,IL,32.9
1015,42113,Sullivan County,PA,45.1
1016,31101,Keith County,NE,32.9
1017,39131,Pike County,OH,39.2
1018,01119,Sumter County,AL,44.0
1019,16055,Kootenai County,ID,38.7
1020,17123,Marshall County,IL,46.8
1021,46033,Custer County,SD,45.8
1022,25023,Plymouth County,MA,61.3
1023,72113,Ponce Municipio,PR,76.8
1024,21035,Calloway County,KY,43.5
1025,13209,Montgomery County,GA,22.5
1027,72033,Catano Municipio,PR,64.6
1028,18169,Wabash County,IN,38.4
1029,51685,Manassas Park city,VA,41.7
1030,47133,Overton County,TN,32.2
1031,41051,Multnomah County,OR,71.1
1032,48423,Smith County,TX,40.8
1033,54095,Tyler County,WV,19.1
1034,48455,Trinity County,TX,35.7
1035,12031,Duval County,FL,54.1
1036,53009,Clallam County,WA,62.5
1037,29171,Putnam County,MO,30.3
1038,42127,Wayne County,PA,57.1
1039,28027,Coahoma County,MS,45.0
1040,36025,Delaware County,NY,52.0
1041,48167,Galveston County,TX,54.1
1042,45041,Florence County,SC,48.6
1043,27125,Red Lake County,MN,48.2
1044,04012,La Paz County,AZ,41.9
1045,05095,Monroe County,AR,49.2
1046,20135,Ness County,KS,47.5
1047,29091,Howell County,MO,29.3
1048,37151,Randolph County,NC,38.9
1049,51121,Montgomery County,VA,42.8
1050,51089,Henry County,VA,37.0
1051,54073,Pleasants County,WV,13.7
1052,23015,Lincoln County,ME,72.5
1053,56025,Natrona County,WY,38.7
1054,19011,Benton County,IA,52.6
1055,05045,Faulkner County,AR,43.5
1056,30071,Phillips County,MT,38.6
1057,48409,San Patricio County,TX,49.5
1058,53053,Pierce County,WA,56.2
1059,48335,Mitchell County,TX,32.5
1060,01023,Choctaw County,AL,57.8
1061,36079,Putnam County,NY,65.4
1062,27003,Anoka County,MN,50.6
1063,55017,Chippewa County,WI,51.5
1064,08115,Sedgwick County,CO,46.4
1065,46079,Lake County,SD,43.8
1066,28079,Leake County,MS,42.2
1067,48033,Borden County,TX,31.2
1068,08075,Logan County,CO,33.4
1069,26013,Baraga County,MI,54.0
1070,47049,Fentress County,TN,30.0
1071,31173,Thurston County,NE,57.0
1072,34003,Bergen County,NJ,68.7
1073,39099,Mahoning County,OH,51.0
1074,32031,Washoe County,NV,57.6
1075,39141,Ross County,OH,45.5
1076,55093,Pierce County,WI,39.6
1077,46085,Lyman County,SD,52.7
1078,17199,Williamson County,IL,44.3
1079,06015,Del Norte County,CA,37.2
1080,18039,Elkhart County,IN,38.5
1081,12003,Baker County,FL,31.1
1082,55027,Dodge County,WI,46.6
1083,45005,Allendale County,SC,51.8
1084,51127,New Kent County,VA,48.0
1085,47043,Dickson County,TN,42.5
1086,17103,Lee County,IL,45.3
1087,08107,Routt County,CO,68.3
1088,51720,Norton city,VA,30.9
1089,28081,Lee County,MS,39.5
1090,47015,Cannon County,TN,28.2
1091,13079,Crawford County,GA,18.4
1092,53041,Lewis County,WA,45.8
1093,40093,Major County,OK,44.3
1094,49039,Sanpete County,UT,33.8
1095,26151,Sanilac County,MI,39.5
1096,48321,Matagorda County,TX,41.7
1097,08007,Archuleta County,CO,52.4
1098,26061,Houghton County,MI,48.2
1099,26077,Kalamazoo County,MI,56.0
1100,23023,Sagadahoc County,ME,70.3
1101,37105,Lee County,NC,49.4
1102,48325,Medina County,TX,49.4
1103,18057,Hamilton County,IN,64.5
1104,27137,St. Louis County,MN,58.8
1105,36045,Jefferson County,NY,62.6
1106,01105,Perry County,AL,43.3
1107,06081,San Mateo County,CA,72.9
1108,45011,Barnwell County,SC,49.1
1110,21237,Wolfe County,KY,48.6
1111,51053,Dinwiddie County,VA,44.0
1112,05063,Independence County,AR,35.7
1113,27063,Jackson County,MN,43.6
1114,53015,Cowlitz County,WA,53.0
1115,18137,Ripley County,IN,43.5
1116,46117,Stanley County,SD,52.6
1117,51019,Bedford County,VA,41.5
1118,56031,Platte County,WY,36.5
1119,08001,Adams County,CO,59.1
1120,13123,Gilmer County,GA,13.7
1121,01123,Tallapoosa County,AL,34.9
1122,18121,Parke County,IN,36.6
1123,20167,Russell County,KS,38.9
1124,21209,Scott County,KY,58.6
1125,40075,Kiowa County,OK,46.6
1126,48171,Gillespie County,TX,49.0
1127,36103,Suffolk County,NY,67.1
1128,30035,Glacier County,MT,71.4
1129,48371,Pecos County,TX,51.7
1130,72143,Vega Alta Municipio,PR,59.8
1131,08067,La Plata County,CO,64.2
1132,15005,Kalawao County,HI,0.0
1133,47129,Morgan County,TN,45.9
1134,22089,St. Charles Parish,LA,49.5
1135,51021,Bland County,VA,35.0
1136,28091,Marion County,MS,40.6
1137,72123,Salinas Municipio,PR,68.7
1138,05117,Prairie County,AR,38.3
1139,41001,Baker County,OR,66.2
1140,48005,Angelina County,TX,41.6
1141,29099,Jefferson County,MO,39.2
1142,38095,Towner County,ND,42.8
1143,13307,Webster County,GA,19.4
1144,28149,Warren County,MS,51.6
1145,08089,Otero County,CO,42.7
1146,18085,Kosciusko County,IN,37.3
1147,53021,Franklin County,WA,44.7
1148,55029,Door County,WI,71.4
1149,29119,McDonald County,MO,28.5
1150,37123,Montgomery County,NC,38.0
1151,17163,St. Clair County,IL,50.2
1152,42001,Adams County,PA,49.7
1153,72049,Culebra Municipio,PR,92.3
1154,72081,Lares Municipio,PR,82.1
1155,29209,Stone County,MO,35.0
1156,48355,Nueces County,TX,50.9
1157,54071,Pendleton County,WV,37.7
1158,30017,Custer County,MT,38.7
1159,08015,Chaffee County,CO,58.2
1160,47171,Unicoi County,TN,48.3
1162,48271,Kinney County,TX,41.3
1163,46102,Oglala Lakota County,SD,58.8
1164,42047,Elk County,PA,52.7
1165,08053,Hinsdale County,CO,53.4
1166,48115,Dawson County,TX,30.1
1167,05081,Little River County,AR,35.0
1168,19167,Sioux County,IA,38.2
1169,21235,Whitley County,KY,40.5
1170,35028,Los Alamos County,NM,75.8
1171,08023,Costilla County,CO,54.6
1172,26049,Genesee County,MI,45.7
1173,20207,Woodson County,KS,38.6
1174,30031,Gallatin County,MT,52.3
1175,37103,Jones County,NC,45.2
1176,18053,Grant County,IN,38.5
1177,50009,Essex County,VT,34.9
1178,35005,Chaves County,NM,39.6
1179,54085,Ritchie County,WV,19.2
1180,37049,Craven County,NC,53.6
1181,40073,Kingfisher County,OK,41.0
1182,55125,Vilas County,WI,61.0
1183,34005,Burlington County,NJ,66.2
1184,13093,Dooly County,GA,18.1
1185,13175,Laurens County,GA,24.7
1186,47045,Dyer County,TN,35.3
1187,06105,Trinity County,CA,0.0
1189,01085,Lowndes County,AL,42.3
1190,45013,Beaufort County,SC,59.3
1191,17155,Putnam County,IL,47.8
1192,50019,Orleans County,VT,51.7
1193,18101,Martin County,IN,44.4
1194,40047,Garfield County,OK,44.2
1195,72023,Cabo Rojo Municipio,PR,65.3
1196,22031,De Soto Parish,LA,38.2
1197,40039,Custer County,OK,43.4
1198,29109,Lawrence County,MO,34.4
1199,13311,White County,GA,11.8
1200,17085,Jo Daviess County,IL,67.6
1201,19189,Winnebago County,IA,47.7
1202,53031,Jefferson County,WA,71.5
1203,46005,Beadle County,SD,43.1
1204,13277,Tift County,GA,21.2
1205,20003,Anderson County,KS,38.6
1206,13301,Warren County,GA,17.7
1207,42089,Monroe County,PA,55.1
1208,39103,Medina County,OH,57.3
1209,39097,Madison County,OH,45.5
1210,13237,Putnam County,GA,13.5
1211,36047,Kings County,NY,59.3
1212,37115,Madison County,NC,50.7
1213,40033,Cotton County,OK,44.2
1214,20029,Cloud County,KS,42.6
1215,42051,Fayette County,PA,53.2
1216,51083,Halifax County,VA,40.3
1217,55133,Waukesha County,WI,62.8
1218,13021,Bibb County,GA,24.3
1219,19013,Black Hawk County,IA,54.3
1220,31037,Colfax County,NE,40.4
1221,13089,DeKalb County,GA,32.0
1222,13001,Appling County,GA,14.6
1223,40053,Grant County,OK,37.9
1224,56041,Uinta County,WY,41.8
1225,42039,Crawford County,PA,45.5
1226,48217,Hill County,TX,36.7
1227,51069,Frederick County,VA,44.2
1228,05015,Carroll County,AR,40.3
1229,01053,Escambia County,AL,32.3
1230,09013,Tolland County,CT,60.9
1231,31119,Madison County,NE,41.1
1232,13171,Lamar County,GA,14.2
1233,34017,Hudson County,NJ,66.6
1234,23031,York County,ME,71.5
1235,47029,Cocke County,TN,45.1
1236,22119,Webster Parish,LA,38.5
1237,47117,Marshall County,TN,37.5
1238,48453,Travis County,TX,61.8
1239,29229,Wright County,MO,33.0
1240,42041,Cumberland County,PA,62.3
1241,51770,Roanoke city,VA,39.4
1242,27033,Cottonwood County,MN,49.3
1243,46061,Hanson County,SD,36.8
1244,45033,Dillon County,SC,40.2
1245,47087,Jackson County,TN,30.3
1246,35029,Luna County,NM,62.9
1247,53069,Wahkiakum County,WA,45.9
1248,31001,Adams County,NE,37.8
1249,18113,Noble County,IN,35.6
1250,06021,Glenn County,CA,47.5
1251,27023,Chippewa County,MN,45.6
1252,51111,Lunenburg County,VA,45.0
1253,08047,Gilpin County,CO,53.4
1254,55135,Waupaca County,WI,48.9
1255,20111,Lyon County,KS,50.8
1256,37079,Greene County,NC,44.6
1257,19151,Pocahontas County,IA,48.7
1258,72087,Loiza Municipio,PR,48.7
1259,48111,Dallam County,TX,38.0
1260,48403,Sabine County,TX,33.7
1261,48381,Randall County,TX,41.1
1262,47025,Claiborne County,TN,40.3
1263,19137,Montgomery County,IA,51.1
1264,06063,Plumas County,CA,0.0
1265,47003,Bedford County,TN,36.6
1266,48323,Maverick County,TX,69.7
1267,13227,Pickens County,GA,14.9
1268,48405,San Augustine County,TX,37.2
1269,05041,Desha County,AR,52.2
1270,01101,Montgomery County,AL,45.7
1271,13295,Walker County,GA,23.5
1272,42071,Lancaster County,PA,57.4
1273,05093,Mississippi County,AR,35.9
1274,23017,Oxford County,ME,60.1
1275,34033,Salem County,NJ,48.1
1276,26093,Livingston County,MI,55.8
1277,47187,Williamson County,TN,58.5
1278,72015,Arroyo Municipio,PR,65.9
1279,29205,Shelby County,MO,43.3
1280,27055,Houston County,MN,39.0
1281,51197,Wythe County,VA,35.3
1282,01031,Coffee County,AL,34.6
1283,01109,Pike County,AL,37.0
1284,72013,Arecibo Municipio,PR,99.9
1285,19087,Henry County,IA,48.9
1286,39121,Noble County,OH,38.7
1287,48051,Burleson County,TX,43.9
1288,31027,Cedar County,NE,37.9
1289,41031,Jefferson County,OR,55.3
1290,40021,Cherokee County,OK,40.6
1291,40119,Payne County,OK,43.2
1292,41023,Grant County,OR,42.0
1293,48063,Camp County,TX,34.8
1294,12055,Highlands County,FL,46.3
1295,31083,Harlan County,NE,37.3
1296,48283,La Salle County,TX,57.2
1297,30051,Liberty County,MT,31.3
1298,17019,Champaign County,IL,53.9
1299,48041,Brazos County,TX,46.2
1300,51081,Greensville County,VA,33.9
1301,72037,Ceiba Municipio,PR,66.5
1302,13193,Macon County,GA,19.5
1303,50011,Franklin County,VT,32.4
1304,37195,Wilson County,NC,45.9
1305,06069,San Benito County,CA,55.4
1306,24019,Dorchester County,MD,53.7
1307,37137,Pamlico County,NC,49.9
1308,21099,Hart County,KY,32.2
1309,47047,Fayette County,TN,49.0
1310,35013,Dona Ana County,NM,65.8
1311,51051,Dickenson County,VA,41.6
1312,54049,Marion County,WV,9.0
1313,08081,Moffat County,CO,38.0
1314,05129,Searcy County,AR,35.6
1315,13111,Fannin County,GA,20.9
1316,42111,Somerset County,PA,44.2
1317,51199,York County,VA,52.2
1318,48079,Cochran County,TX,35.6
1319,29043,Christian County,MO,41.7
1320,16033,Clark County,ID,33.0
1321,51660,Harrisonburg city,VA,37.4
1322,30059,Meagher County,MT,45.9
1323,39107,Mercer County,OH,34.7
1325,08003,Alamosa County,CO,49.6
1326,27025,Chisago County,MN,50.3
1327,06007,Butte County,CA,47.2
1328,29073,Gasconade County,MO,47.8
1329,27133,Rock County,MN,47.1
1330,41055,Sherman County,OR,52.5
1331,29211,Sullivan County,MO,39.3
1332,22061,Lincoln Parish,LA,38.2
1333,01003,Baldwin County,AL,44.4
1334,29009,Barry County,MO,39.9
1335,27057,Hubbard County,MN,41.6
1336,48011,Armstrong County,TX,35.3
1337,19023,Butler County,IA,53.0
1338,12067,Lafayette County,FL,35.9
1339,26031,Cheboygan County,MI,51.9
1340,48343,Morris County,TX,37.8
1341,28039,George County,MS,35.7
1342,39153,Summit County,OH,56.3
1343,49019,Grand County,UT,58.8
1344,17099,LaSalle County,IL,46.2
1345,18001,Adams County,IN,30.6
1346,40031,Comanche County,OK,53.1
1347,22075,Plaquemines Parish,LA,54.4
1348,48431,Sterling County,TX,34.9
1349,24001,Allegany County,MD,49.7
1350,06109,Tuolumne County,CA,53.1
1351,08019,Clear Creek County,CO,44.5
1352,35001,Bernalillo County,NM,62.4
1353,13083,Dade County,GA,20.9
1354,30047,Lake County,MT,51.1
1355,72111,Penuelas Municipio,PR,70.7
1356,51510,Alexandria city,VA,56.4
1357,28013,Calhoun County,MS,38.3
1358,54075,Pocahontas County,WV,23.9
1359,51680,Lynchburg city,VA,30.3
1360,17185,Wabash County,IL,43.1
1361,49025,Kane County,UT,44.1
1362,36039,Greene County,NY,56.4
1363,22023,Cameron Parish,LA,16.5
1364,48151,Fisher County,TX,32.6
1365,37037,Chatham County,NC,50.5
1366,19045,Clinton County,IA,49.3
1367,01111,Randolph County,AL,30.1
1368,20201,Washington County,KS,47.2
1369,20195,Trego County,KS,36.6
1370,01065,Hale County,AL,54.4
1371,20129,Morton County,KS,36.3
1372,17039,De Witt County,IL,44.3
1373,20007,Barber County,KS,42.8
1374,51610,Falls Church city,VA,54.4
1375,36017,Chenango County,NY,54.9
1376,08051,Gunnison County,CO,62.1
1377,20103,Leavenworth County,KS,53.7
1378,38057,Mercer County,ND,34.5
1379,21191,Pendleton County,KY,42.0
1380,48425,Somervell County,TX,39.7
1381,21077,Gallatin County,KY,39.2
1382,29151,Osage County,MO,36.5
1383,42045,Delaware County,PA,65.4
1384,17093,Kendall County,IL,53.0
1385,32001,Churchill County,NV,43.0
1386,48057,Calhoun County,TX,46.6
1387,55087,Outagamie County,WI,57.3
1388,28089,Madison County,MS,57.7
1389,47181,Wayne County,TN,37.2
1390,72147,Vieques Municipio,PR,73.4
1391,55119,Taylor County,WI,32.0
1392,31135,Perkins County,NE,36.0
1393,05023,Cleburne County,AR,39.9
1394,06031,Kings County,CA,38.6
1395,19059,Dickinson County,IA,53.3
1396,21139,Livingston County,KY,45.1
1397,40087,McClain County,OK,43.2
1398,38013,Burke County,ND,34.8
1399,27099,Mower County,MN,54.3
1400,35045,San Juan County,NM,61.4
1401,54031,Hardy County,WV,24.3
1402,05115,Pope County,AR,44.7
1403,01021,Chilton County,AL,31.3
1404,31177,Washington County,NE,50.0
1405,34035,Somerset County,NJ,66.8
1406,48235,Irion County,TX,37.8
1407,41045,Malheur County,OR,41.4
1408,46003,Aurora County,SD,47.7
1409,13269,Taylor County,GA,28.6
1410,21011,Bath County,KY,50.2
1411,21003,Allen County,KY,38.1
1412,48393,Roberts County,TX,29.5
1413,08061,Kiowa County,CO,34.1
1414,17141,Ogle County,IL,46.9
1415,54089,Summers County,WV,17.9
1416,31153,Sarpy County,NE,56.1
1417,02220,Sitka City and Borough,AK,69.1
1418,08113,San Miguel County,CO,74.3
1419,41027,Hood River County,OR,75.1
1420,01049,DeKalb County,AL,29.9
1421,11001,District of Columbia,DC,59.2
1422,21131,Leslie County,KY,47.0
1423,29157,Perry County,MO,36.2
1424,78010,St. Croix Island,VI,0.0
1425,20085,Jackson County,KS,57.2
1426,20159,Rice County,KS,39.4
1427,48435,Sutton County,TX,39.8
1428,30083,Richland County,MT,35.2
1429,42115,Susquehanna County,PA,42.7
1430,31051,Dixon County,NE,38.8
1431,17111,McHenry County,IL,53.1
1432,39073,Hocking County,OH,42.9
1433,22117,Washington Parish,LA,37.3
1434,17105,Livingston County,IL,38.3
1435,55011,Buffalo County,WI,45.6
1436,19033,Cerro Gordo County,IA,57.3
1437,54061,Monongalia County,WV,15.7
1438,12033,Escambia County,FL,48.1
1439,39001,Adams County,OH,30.5
1440,38055,McLean County,ND,39.9
1441,29215,Texas County,MO,29.5
1442,20165,Rush County,KS,46.0
1443,02013,Aleutians East Borough,AK,69.3
1444,39065,Hardin County,OH,33.8
1445,38011,Bowman County,ND,35.1
1446,47145,Roane County,TN,39.9
1447,12133,Washington County,FL,28.8
1448,21057,Cumberland County,KY,39.2
1449,21017,Bourbon County,KY,52.7
1450,40017,Canadian County,OK,50.9
1451,21051,Clay County,KY,39.4
1452,48183,Gregg County,TX,40.7
1453,13187,Lumpkin County,GA,10.9
1454,48327,Menard County,TX,47.9
1455,53005,Benton County,WA,49.8
1456,56019,Johnson County,WY,37.8
1457,47075,Haywood County,TN,45.5
1458,36057,Montgomery County,NY,59.9
1459,16047,Gooding County,ID,35.3
1460,18173,Warrick County,IN,57.7
1461,20023,Cheyenne County,KS,40.5
1462,28139,Tippah County,MS,37.9
1463,28021,Claiborne County,MS,48.3
1464,39049,Franklin County,OH,56.5
1465,72083,Las Marias Municipio,PR,78.2
1466,47125,Montgomery County,TN,50.4
1467,17117,Macoupin County,IL,45.2
1468,28117,Prentiss County,MS,38.9
1469,35003,Catron County,NM,41.7
1470,22065,Madison Parish,LA,37.9
1471,45057,Lancaster County,SC,39.4
1472,53007,Chelan County,WA,63.2
1473,12051,Hendry County,FL,42.2
1474,18099,Marshall County,IN,40.8
1475,56039,Teton County,WY,81.0
1476,33015,Rockingham County,NH,59.7
1477,51193,Westmoreland County,VA,43.4
1478,31165,Sioux County,NE,22.4
1479,13085,Dawson County,GA,13.2
1480,17065,Hamilton County,IL,33.0
1481,19003,Adams County,IA,49.1
1482,20095,Kingman County,KS,42.9
1483,08103,Rio Blanco County,CO,34.6
1484,18151,Steuben County,IN,44.1
1485,13031,Bulloch County,GA,26.3
1486,38079,Rolette County,ND,54.6
1487,53055,San Juan County,WA,73.9
1488,26023,Branch County,MI,40.6
1489,05105,Perry County,AR,47.3
1490,19159,Ringgold County,IA,47.4
1491,44001,Bristol County,RI,69.9
1492,21015,Boone County,KY,65.0
1493,30095,Stillwater County,MT,38.3
1494,32510,Carson City,NV,57.9
1495,37099,Jackson County,NC,47.4
1496,13013,Barrow County,GA,19.6
1497,13283,Treutlen County,GA,16.4
1498,19165,Shelby County,IA,54.5
1499,48339,Montgomery County,TX,47.9
1500,31131,Otoe County,NE,50.0
1501,55131,Washington County,WI,52.1
1502,39157,Tuscarawas County,OH,39.9
1503,05131,Sebastian County,AR,43.8
1504,16045,Gem County,ID,34.1
1505,26063,Huron County,MI,50.5
1506,48219,Hockley County,TX,38.1
1507,46093,Meade County,SD,49.0
1508,28093,Marshall County,MS,47.1
1509,06061,Placer County,CA,59.1
1510,29035,Carter County,MO,30.0
1511,27135,Roseau County,MN,46.6
1512,27077,Lake of the Woods County,MN,50.8
1513,21155,Marion County,KY,49.7
1514,48149,Fayette County,TX,45.7
1515,22099,St. Martin Parish,LA,36.3
1516,48197,Hardeman County,TX,42.3
1517,44007,Providence County,RI,62.4
1518,48137,Edwards County,TX,34.4
1519,47135,Perry County,TN,35.9
1520,55115,Shawano County,WI,47.8
