,fips,county,state,vaccinated
1521,25019,Nantucket County,MA,1.3
1522,32019,Lyon County,NV,36.8
1523,20113,McPherson County,KS,49.7
1524,40005,Atoka County,OK,31.9
1525,39091,Logan County,OH,38.2
1526,30069,Petroleum County,MT,28.3
1527,41043,Linn County,OR,51.0
1528,48441,Taylor County,TX,44.1
1529,28131,Stone County,MS,40.1
1530,41013,Crook County,OR,46.2
1531,13201,Miller County,GA,22.5
1532,37179,Union County,NC,48.1
1533,46007,Bennett County,SD,45.7
1534,38053,McKenzie County,ND,18.6
1535,28145,Union County,MS,35.7
1536,21127,Lawrence County,KY,41.1
1537,31169,Thayer County,NE,42.7
1538,31099,Kearney County,NE,42.8
1539,12073,Leon County,FL,51.2
1540,17193,White County,IL,41.4
1541,16077,Power County,ID,41.7
1542,19113,Linn County,IA,59.8
1543,46101,Moody County,SD,39.7
1544,19077,Guthrie County,IA,53.8
1545,54041,Lewis County,WV,29.7
1546,18063,Hendricks County,IN,65.3
1547,12041,Gilchrist County,FL,33.0
1548,49005,Cache County,UT,47.6
1549,72127,San Juan Municipio,PR,67.4
1550,48315,Marion County,TX,37.9
1551,29097,Jasper County,MO,43.0
1552,06043,Mariposa County,CA,0.0
1553,13039,Camden County,GA,42.9
1554,21151,Madison County,KY,46.4
1555,26007,Alpena County,MI,51.8
1556,20109,Logan County,KS,42.3
1557,29149,Oregon County,MO,27.8
1558,72149,Villalba Municipio,PR,79.7
1559,38099,Walsh County,ND,49.6
1560,29105,Laclede County,MO,33.6
1561,16069,Nez Perce County,ID,46.3
1562,06013,Contra Costa County,CA,71.3
1564,20179,Sheridan County,KS,32.7
1565,29203,Shannon County,MO,27.8
1566,20041,Dickinson County,KS,47.5
1567,51175,Southampton County,VA,35.3
1568,48103,Crane County,TX,31.5
1569,13241,Rabun County,GA,26.7
1570,30023,Deer Lodge County,MT,53.0
1571,26123,Newaygo County,MI,40.9
1572,51740,Portsmouth city,VA,82.3
1573,41037,Lake County,OR,36.5
1574,16067,Minidoka County,ID,32.8
1575,06099,Stanislaus County,CA,49.8
1576,51047,Culpeper County,VA,43.3
1577,17171,Scott County,IL,36.6
1578,22087,St. Bernard Parish,LA,42.2
1579,28025,Clay County,MS,41.4
1580,53077,Yakima County,WA,53.8
1581,21103,Henry County,KY,52.7
1582,26105,Mason County,MI,55.9
1583,22107,Tensas Parish,LA,56.8
1584,48059,Callahan County,TX,33.3
1585,38065,Oliver County,ND,22.4
1586,55067,Langlade County,WI,49.2
1587,27071,Koochiching County,MN,52.9
1588,37173,Swain County,NC,48.7
1589,72045,Comerio Municipio,PR,60.6
1590,27047,Freeborn County,MN,50.2
1591,29049,Clinton County,MO,42.4
1592,39137,Putnam County,OH,43.8
1593,01071,Jackson County,AL,43.1
1594,22051,Jefferson Parish,LA,58.4
1595,54033,Harrison County,WV,21.0
1596,13293,Upson County,GA,36.7
1597,13153,Houston County,GA,35.6
1598,51187,Warren County,VA,35.4
1599,51550,Chesapeake city,VA,41.5
1600,26145,Saginaw County,MI,48.3
1601,13291,Union County,GA,14.0
1604,06115,Yuba County,CA,44.2
1605,13095,Dougherty County,GA,23.9
1606,22011,Beauregard Parish,LA,29.9
1607,31167,Stanton County,NE,25.1
1608,04019,Pima County,AZ,59.4
1609,38061,Mountrail County,ND,33.8
1610,20153,Rawlins County,KS,38.7
1611,21193,Perry County,KY,56.0
1612,48469,Victoria County,TX,44.5
1613,05049,Fulton County,AR,29.1
1614,19053,Decatur County,IA,36.8
1615,13049,Charlton County,GA,12.3
1616,48001,Anderson County,TX,35.1
1617,01069,Houston County,AL,38.0
1618,08119,Teller County,CO,49.2
1619,16057,Latah County,ID,49.2
1620,04003,Cochise County,AZ,54.2
1621,39011,Auglaize County,OH,35.6
1622,48467,Van Zandt County,TX,33.2
1623,72019,Barranquitas Municipio,PR,64.6
1624,08029,Delta County,CO,42.7
1625,21227,Warren County,KY,42.8
1626,38037,Grant County,ND,19.9
1627,48253,Jones County,TX,39.3
1628,01001,Autauga County,AL,35.5
1629,17051,Fayette County,IL,27.2
1630,21207,Russell County,KY,43.1
1631,26101,Manistee County,MI,55.7
1632,26117,Montcalm County,MI,38.7
1633,19139,Muscatine County,IA,54.1
1634,48265,Kerr County,TX,46.1
1635,29061,Daviess County,MO,29.1
1636,36007,Broome County,NY,57.6
1637,21085,Grayson County,KY,45.8
1638,13103,Effingham County,GA,22.6
1639,21019,Boyd County,KY,40.2
1640,12021,Collier County,FL,64.1
1641,15009,Maui County,HI,0.0
1642,55085,Oneida County,WI,60.4
1643,36073,Orleans County,NY,49.5
1644,27167,Wilkin County,MN,44.9
1645,13319,Wilkinson County,GA,22.0
1646,48337,Montague County,TX,31.5
1647,29117,Livingston County,MO,39.9
1648,06027,Inyo County,CA,0.0
1649,72054,Florida Municipio,PR,76.8
1650,13157,Jackson County,GA,24.7
1651,05039,Dallas County,AR,51.5
1652,42067,Juniata County,PA,39.7
1653,13019,Berrien County,GA,18.5
1654,48127,Dimmit County,TX,56.2
1655,36089,St. Lawrence County,NY,54.8
1656,34015,Gloucester County,NJ,54.8
1657,48417,Shackelford County,TX,32.9
1658,13121,Fulton County,GA,29.7
1659,08101,Pueblo County,CO,49.5
1660,48351,Newton County,TX,22.9
1662,26035,Clare County,MI,42.9
1663,48305,Lynn County,TX,34.5
1664,17075,Iroquois County,IL,42.3
1665,04013,Maricopa County,AZ,49.8
1666,10003,New Castle County,DE,59.5
1667,28101,Newton County,MS,46.8
1668,12071,Lee County,FL,56.1
1669,39077,Huron County,OH,42.8
1670,72105,Naranjito Municipio,PR,71.6
1671,39159,Union County,OH,54.8
1672,51115,Mathews County,VA,55.7
1673,46055,Haakon County,SD,37.9
1674,72027,Camuy Municipio,PR,70.4
1675,22027,Claiborne Parish,LA,37.3
1676,48117,Deaf Smith County,TX,37.9
1677,54043,Lincoln County,WV,16.6
1678,48089,Colorado County,TX,46.7
1679,01103,Morgan County,AL,38.7
1680,13261,Sumter County,GA,38.6
1681,47021,Cheatham County,TN,44.6
1682,26099,Macomb County,MI,52.2
1683,54009,Brooke County,WV,21.6
1684,40129,Roger Mills County,OK,32.6
1685,22093,St. James Parish,LA,45.2
1686,19015,Boone County,IA,58.2
1687,29053,Cooper County,MO,38.7
1688,41033,Josephine County,OR,46.5
1689,39025,Clermont County,OH,50.9
1690,28077,Lawrence County,MS,49.6
1691,28063,Jefferson County,MS,61.6
1692,38063,Nelson County,ND,63.7
1693,42079,Luzerne County,PA,57.3
1694,47109,McNairy County,TN,43.0
1695,51017,Bath County,VA,41.3
1696,34037,Sussex County,NJ,56.3
1697,16035,Clearwater County,ID,37.2
1698,37145,Person County,NC,50.2
1699,06057,Nevada County,CA,56.5
1700,47063,Hamblen County,TN,38.1
1701,37089,Henderson County,NC,51.4
1702,13155,Irwin County,GA,14.3
1703,19069,Franklin County,IA,48.9
1704,48357,Ochiltree County,TX,34.9
1705,48447,Throckmorton County,TX,38.7
1706,51520,Bristol city,VA,61.2
1707,48227,Howard County,TX,34.6
1708,40097,Mayes County,OK,38.2
1709,48237,Jack County,TX,35.1
1710,54055,Mercer County,WV,39.5
1711,13071,Colquitt County,GA,20.7
1712,42121,Venango County,PA,39.9
1713,45051,Horry County,SC,51.1
1714,53059,Skamania County,WA,35.0
1715,12101,Pasco County,FL,52.3
1716,39005,Ashland County,OH,38.1
1717,47165,Sumner County,TN,42.3
1718,19149,Plymouth County,IA,47.6
1720,08079,Mineral County,CO,71.4
1721,06113,Yolo County,CA,60.5
1722,19083,Hardin County,IA,50.9
1723,18071,Jackson County,IN,48.1
1724,42023,Cameron County,PA,53.8
1725,37001,Alamance County,NC,51.3
1726,29005,Atchison County,MO,51.2
1727,41067,Washington County,OR,67.5
1728,37065,Edgecombe County,NC,42.0
1729,02290,Yukon-Koyukuk Census Area,AK,61.7
1730,42053,Forest County,PA,68.2
1731,53017,Douglas County,WA,55.1
1732,06017,El Dorado County,CA,56.1
1733,26159,Van Buren County,MI,51.2
1734,06067,Sacramento County,CA,58.1
1735,40003,Alfalfa County,OK,41.7
1736,29129,Mercer County,MO,31.7
1737,13213,Murray County,GA,16.1
1738,20091,Johnson County,KS,65.5
1739,18157,Tippecanoe County,IN,52.7
1740,27027,Clay County,MN,48.7
1741,13183,Long County,GA,7.5
1742,27129,Renville County,MN,47.5
1743,51135,Nottoway County,VA,41.4
1744,36109,Tompkins County,NY,71.2
1745,13015,Bartow County,GA,16.5
1746,37095,Hyde County,NC,57.8
1747,29085,Hickory County,MO,35.5
1748,19169,Story County,IA,56.8
1749,27143,Sibley County,MN,41.2
1750,55111,Sauk County,WI,57.0
1751,56015,Goshen County,WY,34.7
1752,53051,Pend Oreille County,WA,36.1
1753,26033,Chippewa County,MI,64.2
1754,40133,Seminole County,OK,46.8
1755,18047,Franklin County,IN,33.6
1756,31151,Saline County,NE,45.6
1757,19105,Jones County,IA,53.9
1758,41005,Clackamas County,OR,61.8
1759,37055,Dare County,NC,67.6
1760,19123,Mahaska County,IA,39.7
1761,39123,Ottawa County,OH,56.0
1762,39067,Harrison County,OH,38.8
1763,22067,Morehouse Parish,LA,40.2
1764,72097,Mayaguez Municipio,PR,71.0
1765,34027,Morris County,NJ,69.9
1766,42125,Washington County,PA,58.5
1767,28007,Attala County,MS,48.0
1768,55061,Kewaunee County,WI,47.2
1769,12129,Wakulla County,FL,41.0
1770,30093,Silver Bow County,MT,56.4
1771,48259,Kendall County,TX,55.7
1772,21137,Lincoln County,KY,38.6
1773,55057,Juneau County,WI,47.3
1774,21211,Shelby County,KY,47.0
1775,42037,Columbia County,PA,57.3
1776,28069,Kemper County,MS,40.1
1777,19073,Greene County,IA,53.0
1778,38051,McIntosh County,ND,38.5
1779,48341,Moore County,TX,39.2
1780,49043,Summit County,UT,75.4
1781,45081,Saluda County,SC,27.7
1782,13113,Fayette County,GA,34.6
1783,06059,Orange County,CA,63.0
1784,20031,Coffey County,KS,47.4
1785,21147,McCreary County,KY,38.0
1786,72117,Rincon Municipio,PR,66.9
1787,22079,Rapides Parish,LA,44.0
1788,30043,Jefferson County,MT,44.4
1789,31081,Hamilton County,NE,40.7
1790,02261,Valdez-Cordova Census Area,AK,52.3
1791,08041,El Paso County,CO,54.8
1792,21167,Mercer County,KY,53.1
1793,20169,Saline County,KS,44.4
1794,21183,Ohio County,KY,35.7
1795,02105,Hoonah-Angoon Census Area,AK,66.1
1796,38021,Dickey County,ND,48.2
1797,48377,Presidio County,TX,80.3
1798,21233,Webster County,KY,42.3
1799,26015,Barry County,MI,44.5
1800,55033,Dunn County,WI,44.0
1801,41021,Gilliam County,OR,39.7
1802,40061,Haskell County,OK,36.6
1803,05149,Yell County,AR,43.7
1804,51023,Botetourt County,VA,46.2
1805,38025,Dunn County,ND,21.1
1806,17007,Boone County,IL,48.0
1807,27017,Carlton County,MN,56.1
1808,33019,Sullivan County,NH,57.0
1809,37199,Yancey County,NC,46.0
1810,34011,Cumberland County,NJ,43.9
1811,46035,Davison County,SD,51.0
1812,55015,Calumet County,WI,50.4
1813,18093,Lawrence County,IN,45.0
1814,22125,West Feliciana Parish,LA,81.8
1815,20131,Nemaha County,KS,48.6
1816,55117,Sheboygan County,WI,55.1
1817,28143,Tunica County,MS,44.8
1818,42015,Bradford County,PA,38.3
1819,36119,Westchester County,NY,70.0
1820,48017,Bailey County,TX,35.0
1821,29103,Knox County,MO,36.9
1822,27039,Dodge County,MN,51.8
1823,29139,Montgomery County,MO,44.6
1824,28031,Covington County,MS,45.1
1825,16059,Lemhi County,ID,40.7
1826,48267,Kimble County,TX,40.2
1827,12035,Flagler County,FL,57.5
1828,25011,Franklin County,MA,60.2
1829,51137,Orange County,VA,40.8
1831,13087,Decatur County,GA,38.6
1832,20079,Harvey County,KS,41.1
1833,22059,La Salle Parish,LA,37.3
1834,20205,Wilson County,KS,39.0
1835,48173,Glasscock County,TX,37.8
1836,48229,Hudspeth County,TX,57.5
1837,48085,Collin County,TX,59.7
1838,17201,Winnebago County,IL,46.8
1839,50025,Windham County,VT,59.6
1840,28053,Humphreys County,MS,50.6
1841,28159,Winston County,MS,43.6
1842,72035,Cayey Municipio,PR,73.5
1843,33003,Carroll County,NH,64.2
1844,35007,Colfax County,NM,56.3
1845,32009,Esmeralda County,NV,37.5
1846,72145,Vega Baja Municipio,PR,73.7
1847,01081,Lee County,AL,34.5
1848,46075,Jones County,SD,62.9
1849,05137,Stone County,AR,33.4
1850,45009,Bamberg County,SC,45.6
1851,13191,McIntosh County,GA,35.4
1852,20089,Jewell County,KS,41.9
1853,19193,Woodbury County,IA,50.1
1854,25021,Norfolk County,MA,69.3
1855,27107,Norman County,MN,52.8
1856,28123,Scott County,MS,44.9
1857,12081,Manatee County,FL,55.4
1858,27141,Sherburne County,MN,39.1
1859,41053,Polk County,OR,57.6
1860,36033,Franklin County,NY,57.6
1861,46057,Hamlin County,SD,39.4
1862,37121,Mitchell County,NC,44.0
1863,26121,Muskegon County,MI,49.9
1864,27067,Kandiyohi County,MN,46.2
1865,54023,Grant County,WV,13.6
1866,47115,Marion County,TN,40.1
1867,47061,Grundy County,TN,26.4
1868,21123,Larue County,KY,42.7
1869,50015,Lamoille County,VT,54.3
1870,30091,Sheridan County,MT,44.1
1871,72063,Gurabo Municipio,PR,59.8
1872,21179,Nelson County,KY,54.0
1873,47099,Lawrence County,TN,32.5
1874,17177,Stephenson County,IL,51.3
1875,53047,Okanogan County,WA,62.0
1876,40085,Love County,OK,37.6
1877,22101,St. Mary Parish,LA,40.5
1878,31007,Banner County,NE,26.6
1879,17025,Clay County,IL,32.6
1880,72069,Humacao Municipio,PR,71.5
1881,27029,Clearwater County,MN,37.4
1882,51113,Madison County,VA,50.1
1883,20027,Clay County,KS,51.6
1884,20161,Riley County,KS,34.1
1885,51195,Wise County,VA,41.2
1886,39031,Coshocton County,OH,34.9
1887,36003,Allegany County,NY,38.5
1888,48375,Potter County,TX,39.5
1889,40145,Wagoner County,OK,41.8
1890,05037,Cross County,AR,46.3
1891,01035,Conecuh County,AL,37.8
1892,24031,Montgomery County,MD,77.2
1893,40151,Woods County,OK,37.2
1894,45049,Hampton County,SC,57.3
1895,36065,Oneida County,NY,55.5
1896,48205,Hartley County,TX,42.7
1897,56035,Sublette County,WY,29.2
1898,17097,Lake County,IL,60.1
1899,18177,Wayne County,IN,44.5
1900,13219,Oconee County,GA,27.6
1901,12027,DeSoto County,FL,40.8
1902,12061,Indian River County,FL,60.9
1903,18111,Newton County,IN,28.9
1904,35019,Guadalupe County,NM,63.2
1905,29047,Clay County,MO,47.3
1906,45079,Richland County,SC,54.2
1907,29133,Mississippi County,MO,39.5
1908,06091,Sierra County,CA,0.0
1909,55113,Sawyer County,WI,53.6
1910,06083,Santa Barbara County,CA,61.5
1911,66010,Guam,GU,58.9
1912,16003,Adams County,ID,38.3
1913,26149,St. Joseph County,MI,41.1
1914,04021,Pinal County,AZ,46.1
1915,24035,Queen Anne's County,MD,59.9
1916,48457,Tyler County,TX,32.5
1917,48133,Eastland County,TX,32.4
1918,17057,Fulton County,IL,44.7
1919,29001,Adair County,MO,41.2
1920,47091,Johnson County,TN,33.7
1921,45085,Sumter County,SC,44.0
1922,17131,Mercer County,IL,48.7
1923,28105,Oktibbeha County,MS,46.8
1924,39089,Licking County,OH,49.2
1925,29173,Ralls County,MO,25.9
1926,06107,Tulare County,CA,44.2
1927,26165,Wexford County,MI,47.3
1928,40143,Tulsa County,OK,54.3
1929,01087,Macon County,AL,41.5
1930,27105,Nobles County,MN,51.9
1931,21143,Lyon County,KY,54.0
1932,12013,Calhoun County,FL,31.5
1933,40115,Ottawa County,OK,34.2
1934,37163,Sampson County,NC,45.3
1935,13149,Heard County,GA,13.8
1936,46105,Perkins County,SD,29.6
1937,72043,Coamo Municipio,PR,63.7
1938,31033,Cheyenne County,NE,38.5
1939,06005,Amador County,CA,48.9
1940,48243,Jeff Davis County,TX,48.0
1941,19031,Cedar County,IA,54.5
1942,37149,Polk County,NC,40.0
1943,01097,Mobile County,AL,43.3
1944,42075,Lebanon County,PA,50.4
1945,45025,Chesterfield County,SC,32.5
1946,48009,Archer County,TX,43.3
1947,35057,Torrance County,NM,42.9
1948,48195,Hansford County,TX,38.8
1949,31087,Hitchcock County,NE,30.6
1950,55073,Marathon County,WI,53.8
1951,39041,Delaware County,OH,65.9
1952,39009,Athens County,OH,46.1
1953,38073,Ransom County,ND,54.1
1954,48203,Harrison County,TX,35.8
1955,42055,Franklin County,PA,45.2
1956,51065,Fluvanna County,VA,56.8
1957,27089,Marshall County,MN,41.4
1958,29055,Crawford County,MO,29.9
1960,53057,Skagit County,WA,59.9
1961,26073,Isabella County,MI,40.9
1962,26087,Lapeer County,MI,43.3
1963,29093,Iron County,MO,34.8
1964,18035,Delaware County,IN,44.1
1965,01019,Cherokee County,AL,28.5
1966,55103,Richland County,WI,53.3
1967,13059,Clarke County,GA,23.5
1968,13105,Elbert County,GA,19.6
1969,46095,Mellette County,SD,27.5
1970,12089,Nassau County,FL,52.4
1971,47153,Sequatchie County,TN,30.4
1972,29025,Caldwell County,MO,35.2
1973,51103,Lancaster County,VA,57.1
1974,38083,Sheridan County,ND,33.8
1975,19081,Hancock County,IA,45.3
1976,39105,Meigs County,OH,39.3
1977,54099,Wayne County,WV,30.4
1978,19191,Winneshiek County,IA,56.5
1980,32033,White Pine County,NV,47.2
1981,08057,Jackson County,CO,40.2
1982,46011,Brookings County,SD,44.1
1983,17017,Cass County,IL,50.1
1984,05031,Craighead County,AR,39.0
1985,37097,Iredell County,NC,46.1
1986,31181,Webster County,NE,35.4
1987,30005,Blaine County,MT,72.7
1988,54067,Nicholas County,WV,30.4
1989,31073,Gosper County,NE,35.2
1990,36029,Erie County,NY,62.1
1991,17091,Kankakee County,IL,41.3
1992,48493,Wilson County,TX,46.3
1993,48485,Wichita County,TX,46.3
1994,05035,Crittenden County,AR,37.9
1995,16081,Teton County,ID,53.3
1996,30041,Hill County,MT,53.1
1997,51133,Northumberland County,VA,51.7
1998,19115,Louisa County,IA,47.3
1999,21063,Elliott County,KY,31.5
2000,13257,Stephens County,GA,13.9
2001,16073,Owyhee County,ID,28.1
2002,27097,Morrison County,MN,42.0
2003,17069,Hardin County,IL,36.0
2004,21023,Bracken County,KY,44.8
2005,37141,Pender County,NC,45.5
2006,01121,Talladega County,AL,32.7
2007,34023,Middlesex County,NJ,63.9
2008,22109,Terrebonne Parish,LA,40.0
2009,45043,Georgetown County,SC,49.8
2010,47121,Meigs County,TN,61.5
2011,19029,Cass County,IA,53.4
2012,29003,Andrew County,MO,32.8
2013,40091,McIntosh County,OK,49.8
2014,31041,Custer County,NE,34.8
2015,06033,Lake County,CA,52.6
2016,05019,Clark County,AR,44.3
2017,46077,Kingsbury County,SD,58.1
2018,08021,Conejos County,CO,43.0
2019,01127,Walker County,AL,42.2
2020,05127,Scott County,AR,42.6
2021,13195,Madison County,GA,22.6
2022,18041,Fayette County,IN,35.6
2023,16021,Boundary County,ID,29.7
2024,20203,Wichita County,KS,45.6
2025,47039,Decatur County,TN,34.5
2026,46023,Charles Mix County,SD,46.6
2027,31143,Polk County,NE,37.4
2028,72139,Trujillo Alto Municipio,PR,45.5
2029,53001,Adams County,WA,50.8
2030,36001,Albany County,NY,66.8
2031,39063,Hancock County,OH,46.0
2032,19125,Marion County,IA,48.1
2033,18067,Howard County,IN,43.3
2034,51185,Tazewell County,VA,38.2
2035,29223,Wayne County,MO,32.8
2036,06079,San Luis Obispo County,CA,53.3
2037,17169,Schuyler County,IL,49.8
2038,05145,White County,AR,40.4
2039,23001,Androscoggin County,ME,61.3
2040,19021,Buena Vista County,IA,60.6
2041,48209,Hays County,TX,54.5
2042,46099,Minnehaha County,SD,57.1
2043,46029,Codington County,SD,48.7
2044,31175,Valley County,NE,29.6
2045,42063,Indiana County,PA,42.6
2046,18031,Decatur County,IN,44.0
2047,48295,Lipscomb County,TX,31.5
2048,21065,Estill County,KY,46.2
2049,21013,Bell County,KY,43.2
2050,31017,Brown County,NE,32.7
2051,48329,Midland County,TX,38.8
2052,48139,Ellis County,TX,47.1
2053,48049,Brown County,TX,36.1
2054,48145,Falls County,TX,39.4
2055,12069,Lake County,FL,59.9
2056,31179,Wayne County,NE,37.1
2057,31085,Hayes County,NE,22.0
2058,13199,Meriwether County,GA,24.4
2059,48251,Johnson County,TX,40.6
2060,36041,Hamilton County,NY,78.6
2061,24005,Baltimore County,MD,63.9
2062,30049,Lewis and Clark County,MT,53.1
2063,36037,Genesee County,NY,54.0
2064,13025,Brantley County,GA,12.6
2065,35025,Lea County,NM,38.4
2066,47177,Warren County,TN,36.4
2067,18087,LaGrange County,IN,21.2
2068,48191,Hall County,TX,39.9
2069,13217,Newton County,GA,18.0
2070,08099,Prowers County,CO,37.5
2071,48263,Kent County,TX,36.2
2072,37011,Avery County,NC,48.2
2073,28017,Chickasaw County,MS,43.9
2074,22063,Livingston Parish,LA,35.6
2075,29169,Pulaski County,MO,55.3
2076,17061,Greene County,IL,36.5
2077,28155,Webster County,MS,44.2
2078,19147,Palo Alto County,IA,46.3
2079,50017,Orange County,VT,46.3
2080,36117,Wayne County,NY,56.2
2081,48073,Cherokee County,TX,34.4
2082,02195,Petersburg Census Area,AK,67.0
2083,06051,Mono County,CA,0.0
2084,20143,Ottawa County,KS,36.9
2085,37067,Forsyth County,NC,54.3
2086,35041,Roosevelt County,NM,33.1
2087,37017,Bladen County,NC,44.2
2088,37111,McDowell County,NC,46.7
2089,08055,Huerfano County,CO,49.2
2090,39151,Stark County,OH,48.7
2091,26065,Ingham County,MI,52.5
2092,05069,Jefferson County,AR,37.7
2093,13289,Twiggs County,GA,13.5
2094,12005,Bay County,FL,45.1
2095,42069,Lackawanna County,PA,66.4
2096,21189,Owsley County,KY,41.4
2097,18125,Pike County,IN,53.3
2098,29186,Ste. Genevieve County,MO,41.3
2099,10005,Sussex County,DE,59.8
2100,27035,Crow Wing County,MN,50.6
2101,48261,Kenedy County,TX,50.5
2102,18181,White County,IN,50.1
2103,20209,Wyandotte County,KS,48.6
2104,20155,Reno County,KS,45.4
2105,21073,Franklin County,KY,71.1
2106,29101,Johnson County,MO,36.1
2107,18061,Harrison County,IN,46.7
2108,22001,Acadia Parish,LA,47.6
2109,36093,Schenectady County,NY,64.5
2110,02150,Kodiak Island Borough,AK,57.5
2111,33017,Strafford County,NH,55.9
2112,30077,Powell County,MT,41.4
2113,47027,Clay County,TN,26.3
2114,22103,St. Tammany Parish,LA,51.4
2115,72151,Yabucoa Municipio,PR,66.6
2116,18097,Marion County,IN,50.0
2117,48143,Erath County,TX,33.4
2118,48021,Bastrop County,TX,50.0
2119,28135,Tallahatchie County,MS,37.1
2120,45023,Chester County,SC,40.5
2121,17063,Grundy County,IL,44.2
2122,13057,Cherokee County,GA,30.2
2123,29163,Pike County,MO,34.6
2124,18049,Fulton County,IN,36.9
2125,27101,Murray County,MN,47.2
2126,13305,Wayne County,GA,31.1
2127,17161,Rock Island County,IL,48.0
2128,34025,Monmouth County,NJ,60.6
2129,40023,Choctaw County,OK,31.2
2130,13303,Washington County,GA,15.3
2131,39055,Geauga County,OH,55.5
2132,48313,Madison County,TX,35.5
2133,39019,Carroll County,OH,39.6
2134,46123,Tripp County,SD,39.7
2135,38023,Divide County,ND,37.3
2136,19061,Dubuque County,IA,58.5
2137,38031,Foster County,ND,49.4
2138,29027,Callaway County,MO,42.4
2139,22037,East Feliciana Parish,LA,36.5
2140,22123,West Carroll Parish,LA,37.5
2141,48411,San Saba County,TX,32.3
2142,48415,Scurry County,TX,42.4
2143,31059,Fillmore County,NE,48.0
2144,38049,McHenry County,ND,36.7
2145,48429,Stephens County,TX,32.6
2146,12125,Union County,FL,32.8
2147,13189,McDuffie County,GA,18.9
2148,18161,Union County,IN,44.8
2149,13119,Franklin County,GA,14.6
2150,33005,Cheshire County,NH,56.7
2151,28035,Forrest County,MS,36.9
2152,16049,Idaho County,ID,26.6
2153,54069,Ohio County,WV,12.6
2154,40027,Cleveland County,OK,47.4
2155,38007,Billings County,ND,19.6
2156,28009,Benton County,MS,45.7
2157,17087,Johnson County,IL,33.8
2158,48471,Walker County,TX,42.8
2159,51085,Hanover County,VA,55.0
2160,19047,Crawford County,IA,48.9
2161,08031,Denver County,CO,66.9
2162,48451,Tom Green County,TX,46.5
2163,54087,Roane County,WV,5.2
2164,45029,Colleton County,SC,43.1
2165,25009,Essex County,MA,65.0
2166,51191,Washington County,VA,52.2
2167,39075,Holmes County,OH,16.5
2168,27151,Swift County,MN,50.7
2169,54057,Mineral County,WV,34.2
2170,48241,Jasper County,TX,32.7
2171,47031,Coffee County,TN,40.5
2172,27165,Watonwan County,MN,50.1
2173,48459,Upshur County,TX,30.4
2174,48421,Sherman County,TX,30.2
2175,06003,Alpine County,CA,0.0
2176,48213,Henderson County,TX,35.1
2177,21105,Hickman County,KY,33.4
2178,41007,Clatsop County,OR,60.2
2179,30033,Garfield County,MT,17.8
2180,19017,Bremer County,IA,54.4
2181,38075,Renville County,ND,33.1
2182,13047,Catoosa County,GA,18.1
2183,47149,Rutherford County,TN,46.6
2184,40007,Beaver County,OK,27.8
2185,51025,Brunswick County,VA,46.4
2186,28055,Issaquena County,MS,32.9
2187,56023,Lincoln County,WY,35.9
2188,48201,Harris County,TX,56.0
2189,26057,Gratiot County,MI,41.8
2190,56037,Sweetwater County,WY,39.5
2191,39051,Fulton County,OH,47.5
2192,08009,Baca County,CO,36.5
2193,48039,Brazoria County,TX,51.6
2194,27079,Le Sueur County,MN,42.5
2195,36077,Otsego County,NY,55.4
2196,48481,Wharton County,TX,43.7
2197,42061,Huntingdon County,PA,46.4
2198,26109,Menominee County,MI,65.2
2199,19119,Lyon County,IA,37.2
2200,06047,Merced County,CA,43.2
2201,08095,Phillips County,CO,45.5
2202,08037,Eagle County,CO,72.8
2203,19179,Wapello County,IA,44.7
2204,19175,Union County,IA,46.6
2205,17179,Tazewell County,IL,50.6
2206,24009,Calvert County,MD,61.1
2207,12043,Glades County,FL,30.3
2208,18105,Monroe County,IN,54.5
2209,29125,Maries County,MO,34.8
2210,05139,Union County,AR,42.5
2211,29113,Lincoln County,MO,35.2
2212,17113,McLean County,IL,51.9
2213,48275,Knox County,TX,35.5
2214,36059,Nassau County,NY,71.2
2215,54045,Logan County,WV,30.3
2216,12117,Seminole County,FL,55.6
2217,51005,Alleghany County,VA,37.4
2218,39171,Williams County,OH,40.7
2219,12077,Liberty County,FL,31.9
2220,72079,Lajas Municipio,PR,69.9
2221,18155,Switzerland County,IN,28.3
2222,28121,Rankin County,MS,46.8
2223,37091,Hertford County,NC,41.6
2224,26029,Charlevoix County,MI,59.9
2225,27091,Martin County,MN,49.3
2226,27145,Stearns County,MN,50.3
2227,04027,Yuma County,AZ,58.1
2228,02050,Bethel Census Area,AK,57.8
2229,02130,Ketchikan Gateway Borough,AK,58.1
2230,36067,Onondaga County,NY,66.3
2231,02158,Kusilvak Census Area,AK,58.4
2232,49053,Washington County,UT,44.4
2233,27087,Mahnomen County,MN,53.8
2234,41059,Umatilla County,OR,49.3
2235,29079,Grundy County,MO,32.2
2236,39047,Fayette County,OH,38.8
2237,13037,Calhoun County,GA,21.5
2238,26083,Keweenaw County,MI,54.4
2239,38091,Steele County,ND,41.7
2240,17129,Menard County,IL,49.2
2241,48081,Coke County,TX,34.0
2242,19071,Fremont County,IA,46.8
2243,44005,Newport County,RI,70.8
2244,20005,Atchison County,KS,40.0
2245,37085,Harnett County,NC,34.4
2246,26131,Ontonagon County,MI,65.2
2247,46129,Walworth County,SD,41.9
2248,48363,Palo Pinto County,TX,33.4
2249,51149,Prince George County,VA,54.3
2250,50023,Washington County,VT,41.0
2251,48269,King County,TX,19.9
